signal_date,main_strategy_target,expanded_strategy_target,state,expanded_target_is_new_etf,combined_target_count
2024-03-19,515050.SH,515050.SH,same_etf,False,1
2024-03-20,515050.SH,515050.SH,same_etf,False,1
2024-03-21,515050.SH,515050.SH,same_etf,False,1
2024-03-22,515050.SH,515050.SH,same_etf,False,1
2024-03-25,515050.SH,515050.SH,same_etf,False,1
2024-03-26,512400.SH,512400.SH,same_etf,False,1
2024-03-27,512400.SH,512400.SH,same_etf,False,1
2024-03-28,512400.SH,512400.SH,same_etf,False,1
2024-03-29,512400.SH,512400.SH,same_etf,False,1
2024-04-01,512400.SH,512400.SH,same_etf,False,1
2024-04-02,512400.SH,512400.SH,same_etf,False,1
2024-04-03,512400.SH,512400.SH,same_etf,False,1
2024-04-08,512400.SH,512400.SH,same_etf,False,1
2024-04-09,512400.SH,512400.SH,same_etf,False,1
2024-04-10,512400.SH,512400.SH,same_etf,False,1
2024-04-11,512400.SH,512400.SH,same_etf,False,1
2024-04-12,512400.SH,512400.SH,same_etf,False,1
2024-04-15,512400.SH,512400.SH,same_etf,False,1
2024-04-16,512800.SH,512800.SH,same_etf,False,1
2024-04-17,512800.SH,512800.SH,same_etf,False,1
2024-04-18,512800.SH,512800.SH,same_etf,False,1
2024-04-19,512800.SH,512800.SH,same_etf,False,1
2024-04-22,512800.SH,512800.SH,same_etf,False,1
2024-04-23,512800.SH,512800.SH,same_etf,False,1
2024-04-24,513530.SH,513530.SH,same_etf,False,1
2024-04-25,513530.SH,513530.SH,same_etf,False,1
2024-04-26,513530.SH,513530.SH,same_etf,False,1
2024-04-29,513530.SH,513530.SH,same_etf,False,1
2024-04-30,513530.SH,513530.SH,same_etf,False,1
2024-05-06,513530.SH,513530.SH,same_etf,False,1
2024-05-07,513530.SH,513530.SH,same_etf,False,1
2024-05-08,513530.SH,513530.SH,same_etf,False,1
2024-05-09,513530.SH,513530.SH,same_etf,False,1
2024-05-10,513530.SH,513530.SH,same_etf,False,1
2024-05-13,513530.SH,513530.SH,same_etf,False,1
2024-05-14,513530.SH,513530.SH,same_etf,False,1
2024-05-15,513530.SH,513530.SH,same_etf,False,1
2024-05-16,513530.SH,513530.SH,same_etf,False,1
2024-05-17,513530.SH,513530.SH,same_etf,False,1
2024-05-20,513530.SH,513530.SH,same_etf,False,1
2024-05-21,513530.SH,513530.SH,same_etf,False,1
2024-05-22,513530.SH,513530.SH,same_etf,False,1
2024-05-23,513530.SH,513530.SH,same_etf,False,1
2024-05-24,513530.SH,513530.SH,same_etf,False,1
2024-05-27,513530.SH,513530.SH,same_etf,False,1
2024-05-28,513530.SH,513530.SH,same_etf,False,1
2024-05-29,513530.SH,513530.SH,same_etf,False,1
2024-05-30,513530.SH,513530.SH,same_etf,False,1
2024-05-31,513530.SH,513530.SH,same_etf,False,1
2024-06-03,513530.SH,513530.SH,same_etf,False,1
2024-06-04,513530.SH,513530.SH,same_etf,False,1
2024-06-05,513530.SH,513530.SH,same_etf,False,1
2024-06-06,513530.SH,513530.SH,same_etf,False,1
2024-06-07,513530.SH,513530.SH,same_etf,False,1
2024-06-11,159941.SZ,159941.SZ,same_etf,False,1
2024-06-12,159941.SZ,159941.SZ,same_etf,False,1
2024-06-13,159941.SZ,159941.SZ,same_etf,False,1
2024-06-14,159941.SZ,159941.SZ,same_etf,False,1
2024-06-17,159941.SZ,159941.SZ,same_etf,False,1
2024-06-18,159941.SZ,159941.SZ,same_etf,False,1
2024-06-19,159941.SZ,159941.SZ,same_etf,False,1
2024-06-20,159941.SZ,159941.SZ,same_etf,False,1
2024-06-21,159941.SZ,159941.SZ,same_etf,False,1
2024-06-24,159941.SZ,159941.SZ,same_etf,False,1
2024-06-25,159941.SZ,159941.SZ,same_etf,False,1
2024-06-26,159941.SZ,159941.SZ,same_etf,False,1
2024-06-27,159941.SZ,159941.SZ,same_etf,False,1
2024-06-28,159941.SZ,159941.SZ,same_etf,False,1
2024-07-01,159941.SZ,159941.SZ,same_etf,False,1
2024-07-02,159941.SZ,159941.SZ,same_etf,False,1
2024-07-03,159941.SZ,159941.SZ,same_etf,False,1
2024-07-04,159941.SZ,159941.SZ,same_etf,False,1
2024-07-05,159941.SZ,159941.SZ,same_etf,False,1
2024-07-08,159941.SZ,159941.SZ,same_etf,False,1
2024-07-09,159941.SZ,159941.SZ,same_etf,False,1
2024-07-10,159941.SZ,159941.SZ,same_etf,False,1
2024-07-11,159941.SZ,159941.SZ,same_etf,False,1
2024-07-12,159941.SZ,159941.SZ,same_etf,False,1
2024-07-15,159941.SZ,159941.SZ,same_etf,False,1
2024-07-16,159941.SZ,159941.SZ,same_etf,False,1
2024-07-17,159941.SZ,159941.SZ,same_etf,False,1
2024-07-18,159941.SZ,159941.SZ,same_etf,False,1
2024-07-19,159941.SZ,159941.SZ,same_etf,False,1
2024-07-22,513500.SH,513500.SH,same_etf,False,1
2024-07-23,513500.SH,513500.SH,same_etf,False,1
2024-07-24,513500.SH,513500.SH,same_etf,False,1
2024-07-25,159611.SZ,159611.SZ,same_etf,False,1
2024-07-26,159611.SZ,159611.SZ,same_etf,False,1
2024-07-29,512800.SH,513520.SH,different_etfs,True,2
2024-07-30,512800.SH,513520.SH,different_etfs,True,2
2024-07-31,512800.SH,512760.SH,different_etfs,False,2
2024-08-01,512800.SH,512760.SH,different_etfs,False,2
2024-08-02,512800.SH,512760.SH,different_etfs,False,2
2024-08-05,512800.SH,512800.SH,same_etf,False,1
2024-08-06,512800.SH,512800.SH,same_etf,False,1
2024-08-07,CASH,CASH,both_cash,False,0
2024-08-08,CASH,CASH,both_cash,False,0
2024-08-09,CASH,CASH,both_cash,False,0
2024-08-12,CASH,CASH,both_cash,False,0
2024-08-13,CASH,CASH,both_cash,False,0
2024-08-14,CASH,CASH,both_cash,False,0
2024-08-15,CASH,CASH,both_cash,False,0
2024-08-16,518880.SH,513520.SH,different_etfs,True,2
2024-08-19,518880.SH,513520.SH,different_etfs,True,2
2024-08-20,518880.SH,513520.SH,different_etfs,True,2
2024-08-21,518880.SH,513520.SH,different_etfs,True,2
2024-08-22,518880.SH,513520.SH,different_etfs,True,2
2024-08-23,518880.SH,513520.SH,different_etfs,True,2
2024-08-26,518880.SH,513520.SH,different_etfs,True,2
2024-08-27,518880.SH,513520.SH,different_etfs,True,2
2024-08-28,518880.SH,513520.SH,different_etfs,True,2
2024-08-29,518880.SH,513520.SH,different_etfs,True,2
2024-08-30,518880.SH,513520.SH,different_etfs,True,2
2024-09-02,518880.SH,513520.SH,different_etfs,True,2
2024-09-03,518880.SH,513520.SH,different_etfs,True,2
2024-09-04,518880.SH,513500.SH,different_etfs,False,2
2024-09-05,518880.SH,513500.SH,different_etfs,False,2
2024-09-06,518880.SH,513500.SH,different_etfs,False,2
2024-09-09,518880.SH,513500.SH,different_etfs,False,2
2024-09-10,518880.SH,518880.SH,same_etf,False,1
2024-09-11,518880.SH,518880.SH,same_etf,False,1
2024-09-12,518880.SH,518880.SH,same_etf,False,1
2024-09-13,518880.SH,518880.SH,same_etf,False,1
2024-09-18,518880.SH,518880.SH,same_etf,False,1
2024-09-19,518880.SH,518880.SH,same_etf,False,1
2024-09-20,518880.SH,518880.SH,same_etf,False,1
2024-09-23,518880.SH,518880.SH,same_etf,False,1
2024-09-24,518880.SH,518880.SH,same_etf,False,1
2024-09-25,518880.SH,518880.SH,same_etf,False,1
2024-09-26,CASH,CASH,both_cash,False,0
2024-09-27,CASH,CASH,both_cash,False,0
2024-09-30,CASH,CASH,both_cash,False,0
2024-10-08,CASH,CASH,both_cash,False,0
2024-10-09,CASH,CASH,both_cash,False,0
2024-10-10,CASH,CASH,both_cash,False,0
2024-10-11,CASH,CASH,both_cash,False,0
2024-10-14,CASH,CASH,both_cash,False,0
2024-10-15,CASH,CASH,both_cash,False,0
2024-10-16,CASH,CASH,both_cash,False,0
2024-10-17,CASH,CASH,both_cash,False,0
2024-10-18,CASH,CASH,both_cash,False,0
2024-10-21,CASH,CASH,both_cash,False,0
2024-10-22,CASH,CASH,both_cash,False,0
2024-10-23,CASH,CASH,both_cash,False,0
2024-10-24,CASH,CASH,both_cash,False,0
2024-10-25,CASH,CASH,both_cash,False,0
2024-10-28,CASH,CASH,both_cash,False,0
2024-10-29,CASH,CASH,both_cash,False,0
2024-10-30,CASH,CASH,both_cash,False,0
2024-10-31,CASH,CASH,both_cash,False,0
2024-11-01,CASH,CASH,both_cash,False,0
2024-11-04,CASH,CASH,both_cash,False,0
2024-11-05,CASH,CASH,both_cash,False,0
2024-11-06,CASH,CASH,both_cash,False,0
2024-11-07,CASH,CASH,both_cash,False,0
2024-11-08,CASH,CASH,both_cash,False,0
2024-11-11,CASH,CASH,both_cash,False,0
2024-11-12,CASH,CASH,both_cash,False,0
2024-11-13,CASH,CASH,both_cash,False,0
2024-11-14,CASH,CASH,both_cash,False,0
2024-11-15,CASH,CASH,both_cash,False,0
2024-11-18,CASH,CASH,both_cash,False,0
2024-11-19,CASH,CASH,both_cash,False,0
2024-11-20,CASH,CASH,both_cash,False,0
2024-11-21,CASH,CASH,both_cash,False,0
2024-11-22,CASH,CASH,both_cash,False,0
2024-11-25,CASH,CASH,both_cash,False,0
2024-11-26,CASH,CASH,both_cash,False,0
2024-11-27,CASH,CASH,both_cash,False,0
2024-11-28,CASH,CASH,both_cash,False,0
2024-11-29,CASH,CASH,both_cash,False,0
2024-12-02,CASH,CASH,both_cash,False,0
2024-12-03,CASH,CASH,both_cash,False,0
2024-12-04,CASH,CASH,both_cash,False,0
2024-12-05,CASH,CASH,both_cash,False,0
2024-12-06,CASH,CASH,both_cash,False,0
2024-12-09,CASH,CASH,both_cash,False,0
2024-12-10,CASH,CASH,both_cash,False,0
2024-12-11,CASH,CASH,both_cash,False,0
2024-12-12,CASH,CASH,both_cash,False,0
2024-12-13,CASH,CASH,both_cash,False,0
2024-12-16,CASH,CASH,both_cash,False,0
2024-12-17,CASH,CASH,both_cash,False,0
2024-12-18,CASH,CASH,both_cash,False,0
2024-12-19,CASH,CASH,both_cash,False,0
2024-12-20,CASH,CASH,both_cash,False,0
2024-12-23,CASH,CASH,both_cash,False,0
2024-12-24,CASH,CASH,both_cash,False,0
2024-12-25,CASH,CASH,both_cash,False,0
2024-12-26,CASH,CASH,both_cash,False,0
2024-12-27,CASH,CASH,both_cash,False,0
2024-12-30,CASH,CASH,both_cash,False,0
2024-12-31,CASH,CASH,both_cash,False,0
2025-01-02,512800.SH,512800.SH,same_etf,False,1
2025-01-03,512800.SH,512800.SH,same_etf,False,1
2025-01-06,512800.SH,512800.SH,same_etf,False,1
2025-01-07,512800.SH,512800.SH,same_etf,False,1
2025-01-08,512800.SH,512800.SH,same_etf,False,1
2025-01-09,512800.SH,512800.SH,same_etf,False,1
2025-01-10,512800.SH,512800.SH,same_etf,False,1
2025-01-13,512800.SH,512800.SH,same_etf,False,1
2025-01-14,512800.SH,512800.SH,same_etf,False,1
2025-01-15,512800.SH,512800.SH,same_etf,False,1
2025-01-16,512800.SH,512800.SH,same_etf,False,1
2025-01-17,512800.SH,512800.SH,same_etf,False,1
2025-01-20,512800.SH,512800.SH,same_etf,False,1
2025-01-21,512800.SH,512800.SH,same_etf,False,1
2025-01-22,512800.SH,512800.SH,same_etf,False,1
2025-01-23,512800.SH,512800.SH,same_etf,False,1
2025-01-24,512800.SH,512800.SH,same_etf,False,1
2025-01-27,512800.SH,512800.SH,same_etf,False,1
2025-02-05,512800.SH,512800.SH,same_etf,False,1
2025-02-06,512800.SH,512800.SH,same_etf,False,1
2025-02-07,CASH,CASH,both_cash,False,0
2025-02-10,CASH,CASH,both_cash,False,0
2025-02-11,513200.SH,513200.SH,same_etf,False,1
2025-02-12,513200.SH,513200.SH,same_etf,False,1
2025-02-13,513200.SH,513200.SH,same_etf,False,1
2025-02-14,513200.SH,513200.SH,same_etf,False,1
2025-02-17,513200.SH,513200.SH,same_etf,False,1
2025-02-18,513200.SH,513200.SH,same_etf,False,1
2025-02-19,513200.SH,513200.SH,same_etf,False,1
2025-02-20,513200.SH,513200.SH,same_etf,False,1
2025-02-21,513200.SH,513200.SH,same_etf,False,1
2025-02-24,513200.SH,513200.SH,same_etf,False,1
2025-02-25,513200.SH,513200.SH,same_etf,False,1
2025-02-26,513200.SH,513200.SH,same_etf,False,1
2025-02-27,513200.SH,513200.SH,same_etf,False,1
2025-02-28,513200.SH,513200.SH,same_etf,False,1
2025-03-03,513200.SH,513200.SH,same_etf,False,1
2025-03-04,513200.SH,513200.SH,same_etf,False,1
2025-03-05,513200.SH,513200.SH,same_etf,False,1
2025-03-06,513200.SH,513200.SH,same_etf,False,1
2025-03-07,513200.SH,513200.SH,same_etf,False,1
2025-03-10,513200.SH,513200.SH,same_etf,False,1
2025-03-11,513200.SH,513200.SH,same_etf,False,1
2025-03-12,513200.SH,513200.SH,same_etf,False,1
2025-03-13,513200.SH,513200.SH,same_etf,False,1
2025-03-14,513200.SH,513200.SH,same_etf,False,1
2025-03-17,513200.SH,513200.SH,same_etf,False,1
2025-03-18,513200.SH,513200.SH,same_etf,False,1
2025-03-19,513200.SH,513200.SH,same_etf,False,1
2025-03-20,513200.SH,513200.SH,same_etf,False,1
2025-03-21,513200.SH,513200.SH,same_etf,False,1
2025-03-24,513200.SH,513200.SH,same_etf,False,1
2025-03-25,513200.SH,513200.SH,same_etf,False,1
2025-03-26,518880.SH,518880.SH,same_etf,False,1
2025-03-27,518880.SH,518880.SH,same_etf,False,1
2025-03-28,518880.SH,518880.SH,same_etf,False,1
2025-03-31,518880.SH,518880.SH,same_etf,False,1
2025-04-01,518880.SH,518880.SH,same_etf,False,1
2025-04-02,518880.SH,518880.SH,same_etf,False,1
2025-04-03,518880.SH,518880.SH,same_etf,False,1
2025-04-07,518880.SH,518880.SH,same_etf,False,1
2025-04-08,518880.SH,518880.SH,same_etf,False,1
2025-04-09,518880.SH,518880.SH,same_etf,False,1
2025-04-10,518880.SH,518880.SH,same_etf,False,1
2025-04-11,518880.SH,518880.SH,same_etf,False,1
2025-04-14,518880.SH,518880.SH,same_etf,False,1
2025-04-15,518880.SH,518880.SH,same_etf,False,1
2025-04-16,518880.SH,518880.SH,same_etf,False,1
2025-04-17,518880.SH,518880.SH,same_etf,False,1
2025-04-18,518880.SH,518880.SH,same_etf,False,1
2025-04-21,518880.SH,518880.SH,same_etf,False,1
2025-04-22,518880.SH,518880.SH,same_etf,False,1
2025-04-23,518880.SH,518880.SH,same_etf,False,1
2025-04-24,518880.SH,518880.SH,same_etf,False,1
2025-04-25,518880.SH,518880.SH,same_etf,False,1
2025-04-28,518880.SH,518880.SH,same_etf,False,1
2025-04-29,518880.SH,518880.SH,same_etf,False,1
2025-04-30,518880.SH,518880.SH,same_etf,False,1
2025-05-06,518880.SH,518880.SH,same_etf,False,1
2025-05-07,518880.SH,518880.SH,same_etf,False,1
2025-05-08,518880.SH,518880.SH,same_etf,False,1
2025-05-09,518880.SH,518880.SH,same_etf,False,1
2025-05-12,513200.SH,513200.SH,same_etf,False,1
2025-05-13,513200.SH,513200.SH,same_etf,False,1
2025-05-14,513200.SH,513200.SH,same_etf,False,1
2025-05-15,513200.SH,513200.SH,same_etf,False,1
2025-05-16,513200.SH,513200.SH,same_etf,False,1
2025-05-19,513200.SH,513200.SH,same_etf,False,1
2025-05-20,513200.SH,513200.SH,same_etf,False,1
2025-05-21,513200.SH,513200.SH,same_etf,False,1
2025-05-22,513200.SH,513200.SH,same_etf,False,1
2025-05-23,513200.SH,513200.SH,same_etf,False,1
2025-05-26,513200.SH,513200.SH,same_etf,False,1
2025-05-27,512800.SH,512800.SH,same_etf,False,1
2025-05-28,512800.SH,512800.SH,same_etf,False,1
2025-05-29,512800.SH,512800.SH,same_etf,False,1
2025-05-30,512800.SH,512800.SH,same_etf,False,1
2025-06-03,512800.SH,512800.SH,same_etf,False,1
2025-06-04,512800.SH,512800.SH,same_etf,False,1
2025-06-05,512800.SH,512800.SH,same_etf,False,1
2025-06-06,512800.SH,512800.SH,same_etf,False,1
2025-06-09,512800.SH,512800.SH,same_etf,False,1
2025-06-10,512800.SH,512800.SH,same_etf,False,1
2025-06-11,512800.SH,512800.SH,same_etf,False,1
2025-06-12,512800.SH,512800.SH,same_etf,False,1
2025-06-13,512800.SH,512800.SH,same_etf,False,1
2025-06-16,512800.SH,512800.SH,same_etf,False,1
2025-06-17,512800.SH,512800.SH,same_etf,False,1
2025-06-18,512800.SH,512800.SH,same_etf,False,1
2025-06-19,512800.SH,512800.SH,same_etf,False,1
2025-06-20,512800.SH,512800.SH,same_etf,False,1
2025-06-23,512800.SH,512800.SH,same_etf,False,1
2025-06-24,512800.SH,512800.SH,same_etf,False,1
2025-06-25,512800.SH,512800.SH,same_etf,False,1
2025-06-26,512800.SH,512800.SH,same_etf,False,1
2025-06-27,512800.SH,512800.SH,same_etf,False,1
2025-06-30,CASH,CASH,both_cash,False,0
2025-07-01,CASH,CASH,both_cash,False,0
2025-07-02,CASH,CASH,both_cash,False,0
2025-07-03,515050.SH,515050.SH,same_etf,False,1
2025-07-04,515050.SH,515050.SH,same_etf,False,1
2025-07-07,515050.SH,515050.SH,same_etf,False,1
2025-07-08,515050.SH,515050.SH,same_etf,False,1
2025-07-09,515050.SH,515050.SH,same_etf,False,1
2025-07-10,515050.SH,515050.SH,same_etf,False,1
2025-07-11,515050.SH,515050.SH,same_etf,False,1
2025-07-14,515050.SH,515050.SH,same_etf,False,1
2025-07-15,515050.SH,515050.SH,same_etf,False,1
2025-07-16,515050.SH,515050.SH,same_etf,False,1
2025-07-17,515050.SH,515050.SH,same_etf,False,1
2025-07-18,515050.SH,515050.SH,same_etf,False,1
2025-07-21,515050.SH,515050.SH,same_etf,False,1
2025-07-22,515050.SH,515050.SH,same_etf,False,1
2025-07-23,515050.SH,515050.SH,same_etf,False,1
2025-07-24,515050.SH,515050.SH,same_etf,False,1
2025-07-25,515050.SH,515050.SH,same_etf,False,1
2025-07-28,515050.SH,515050.SH,same_etf,False,1
2025-07-29,515050.SH,515050.SH,same_etf,False,1
2025-07-30,515050.SH,515050.SH,same_etf,False,1
2025-07-31,515050.SH,515050.SH,same_etf,False,1
2025-08-01,515050.SH,515050.SH,same_etf,False,1
2025-08-04,515050.SH,515050.SH,same_etf,False,1
2025-08-05,515050.SH,515050.SH,same_etf,False,1
2025-08-06,515050.SH,515050.SH,same_etf,False,1
2025-08-07,515050.SH,515050.SH,same_etf,False,1
2025-08-08,515050.SH,515050.SH,same_etf,False,1
2025-08-11,515050.SH,515050.SH,same_etf,False,1
2025-08-12,515050.SH,515050.SH,same_etf,False,1
2025-08-13,515050.SH,515050.SH,same_etf,False,1
2025-08-14,515050.SH,515050.SH,same_etf,False,1
2025-08-15,515050.SH,515050.SH,same_etf,False,1
2025-08-18,515050.SH,515050.SH,same_etf,False,1
2025-08-19,515050.SH,515050.SH,same_etf,False,1
2025-08-20,515050.SH,515050.SH,same_etf,False,1
2025-08-21,515050.SH,515050.SH,same_etf,False,1
2025-08-22,515050.SH,515050.SH,same_etf,False,1
2025-08-25,515050.SH,515050.SH,same_etf,False,1
2025-08-26,515050.SH,515050.SH,same_etf,False,1
2025-08-27,515050.SH,515050.SH,same_etf,False,1
2025-08-28,515050.SH,515050.SH,same_etf,False,1
2025-08-29,515050.SH,515050.SH,same_etf,False,1
2025-09-01,515050.SH,515050.SH,same_etf,False,1
2025-09-02,515050.SH,515050.SH,same_etf,False,1
2025-09-03,515050.SH,515050.SH,same_etf,False,1
2025-09-04,515050.SH,515050.SH,same_etf,False,1
2025-09-05,515050.SH,515050.SH,same_etf,False,1
2025-09-08,515050.SH,515050.SH,same_etf,False,1
2025-09-09,515050.SH,515050.SH,same_etf,False,1
2025-09-10,515050.SH,515050.SH,same_etf,False,1
2025-09-11,515050.SH,515050.SH,same_etf,False,1
2025-09-12,515050.SH,515050.SH,same_etf,False,1
2025-09-15,515050.SH,515050.SH,same_etf,False,1
2025-09-16,515050.SH,515050.SH,same_etf,False,1
2025-09-17,515050.SH,515050.SH,same_etf,False,1
2025-09-18,515050.SH,515050.SH,same_etf,False,1
2025-09-19,515050.SH,515050.SH,same_etf,False,1
2025-09-22,515050.SH,515050.SH,same_etf,False,1
2025-09-23,515050.SH,515050.SH,same_etf,False,1
2025-09-24,515050.SH,515050.SH,same_etf,False,1
2025-09-25,515050.SH,515050.SH,same_etf,False,1
2025-09-26,515050.SH,515050.SH,same_etf,False,1
2025-09-29,515050.SH,515050.SH,same_etf,False,1
2025-09-30,515050.SH,515050.SH,same_etf,False,1
2025-10-09,515050.SH,515050.SH,same_etf,False,1
2025-10-10,515050.SH,515050.SH,same_etf,False,1
2025-10-13,515050.SH,515050.SH,same_etf,False,1
2025-10-14,515050.SH,515050.SH,same_etf,False,1
2025-10-15,515050.SH,515050.SH,same_etf,False,1
2025-10-16,515050.SH,515050.SH,same_etf,False,1
2025-10-17,515050.SH,515050.SH,same_etf,False,1
2025-10-20,515050.SH,515050.SH,same_etf,False,1
2025-10-21,515050.SH,515050.SH,same_etf,False,1
2025-10-22,515050.SH,515050.SH,same_etf,False,1
2025-10-23,515050.SH,515050.SH,same_etf,False,1
2025-10-24,515050.SH,515050.SH,same_etf,False,1
2025-10-27,515050.SH,515050.SH,same_etf,False,1
2025-10-28,515050.SH,515050.SH,same_etf,False,1
2025-10-29,515050.SH,515050.SH,same_etf,False,1
2025-10-30,515050.SH,515050.SH,same_etf,False,1
2025-10-31,CASH,CASH,both_cash,False,0
2025-11-03,CASH,CASH,both_cash,False,0
2025-11-04,CASH,CASH,both_cash,False,0
2025-11-05,CASH,CASH,both_cash,False,0
2025-11-06,CASH,CASH,both_cash,False,0
2025-11-07,CASH,CASH,both_cash,False,0
2025-11-10,CASH,CASH,both_cash,False,0
2025-11-11,CASH,CASH,both_cash,False,0
2025-11-12,CASH,CASH,both_cash,False,0
2025-11-13,CASH,CASH,both_cash,False,0
2025-11-14,CASH,CASH,both_cash,False,0
2025-11-17,CASH,CASH,both_cash,False,0
2025-11-18,CASH,CASH,both_cash,False,0
2025-11-19,CASH,CASH,both_cash,False,0
2025-11-20,CASH,CASH,both_cash,False,0
2025-11-21,CASH,CASH,both_cash,False,0
2025-11-24,CASH,CASH,both_cash,False,0
2025-11-25,CASH,CASH,both_cash,False,0
2025-11-26,CASH,CASH,both_cash,False,0
2025-11-27,CASH,CASH,both_cash,False,0
2025-11-28,CASH,CASH,both_cash,False,0
2025-12-01,CASH,CASH,both_cash,False,0
2025-12-02,CASH,CASH,both_cash,False,0
2025-12-03,CASH,CASH,both_cash,False,0
2025-12-04,CASH,CASH,both_cash,False,0
2025-12-05,CASH,CASH,both_cash,False,0
2025-12-08,CASH,CASH,both_cash,False,0
2025-12-09,CASH,CASH,both_cash,False,0
2025-12-10,CASH,CASH,both_cash,False,0
2025-12-11,CASH,CASH,both_cash,False,0
2025-12-12,CASH,CASH,both_cash,False,0
2025-12-15,CASH,CASH,both_cash,False,0
2025-12-16,CASH,CASH,both_cash,False,0
2025-12-17,513500.SH,513500.SH,same_etf,False,1
2025-12-18,513500.SH,513500.SH,same_etf,False,1
2025-12-19,513500.SH,513500.SH,same_etf,False,1
2025-12-22,CASH,CASH,both_cash,False,0
2025-12-23,CASH,CASH,both_cash,False,0
2025-12-24,512070.SH,512070.SH,same_etf,False,1
2025-12-25,512070.SH,512070.SH,same_etf,False,1
2025-12-26,512070.SH,512070.SH,same_etf,False,1
2025-12-29,512070.SH,512070.SH,same_etf,False,1
2025-12-30,512070.SH,512070.SH,same_etf,False,1
2025-12-31,512070.SH,512070.SH,same_etf,False,1
2026-01-05,512070.SH,512070.SH,same_etf,False,1
2026-01-06,512070.SH,512070.SH,same_etf,False,1
2026-01-07,512070.SH,512070.SH,same_etf,False,1
2026-01-08,512070.SH,512070.SH,same_etf,False,1
2026-01-09,512070.SH,512070.SH,same_etf,False,1
2026-01-12,CASH,CASH,both_cash,False,0
2026-01-13,CASH,CASH,both_cash,False,0
2026-01-14,CASH,CASH,both_cash,False,0
2026-01-15,CASH,CASH,both_cash,False,0
2026-01-16,CASH,CASH,both_cash,False,0
2026-01-19,CASH,CASH,both_cash,False,0
2026-01-20,CASH,CASH,both_cash,False,0
2026-01-21,CASH,CASH,both_cash,False,0
2026-01-22,CASH,CASH,both_cash,False,0
2026-01-23,CASH,CASH,both_cash,False,0
2026-01-26,CASH,CASH,both_cash,False,0
2026-01-27,CASH,CASH,both_cash,False,0
2026-01-28,CASH,CASH,both_cash,False,0
2026-01-29,CASH,CASH,both_cash,False,0
2026-01-30,CASH,CASH,both_cash,False,0
2026-02-02,CASH,CASH,both_cash,False,0
2026-02-03,CASH,CASH,both_cash,False,0
2026-02-04,CASH,CASH,both_cash,False,0
2026-02-05,CASH,CASH,both_cash,False,0
2026-02-06,CASH,CASH,both_cash,False,0
2026-02-09,CASH,CASH,both_cash,False,0
2026-02-10,CASH,CASH,both_cash,False,0
2026-02-11,CASH,CASH,both_cash,False,0
2026-02-12,CASH,CASH,both_cash,False,0
2026-02-13,CASH,CASH,both_cash,False,0
2026-02-24,CASH,CASH,both_cash,False,0
2026-02-25,CASH,CASH,both_cash,False,0
2026-02-26,CASH,CASH,both_cash,False,0
2026-02-27,CASH,CASH,both_cash,False,0
2026-03-02,CASH,CASH,both_cash,False,0
2026-03-03,CASH,CASH,both_cash,False,0
2026-03-04,CASH,CASH,both_cash,False,0
2026-03-05,CASH,CASH,both_cash,False,0
2026-03-06,CASH,CASH,both_cash,False,0
2026-03-09,CASH,CASH,both_cash,False,0
2026-03-10,CASH,CASH,both_cash,False,0
2026-03-11,CASH,CASH,both_cash,False,0
2026-03-12,CASH,CASH,both_cash,False,0
2026-03-13,CASH,CASH,both_cash,False,0
2026-03-16,CASH,CASH,both_cash,False,0
2026-03-17,CASH,CASH,both_cash,False,0
2026-03-18,CASH,CASH,both_cash,False,0
2026-03-19,159611.SZ,159611.SZ,same_etf,False,1
2026-03-20,159611.SZ,159611.SZ,same_etf,False,1
2026-03-23,159611.SZ,159611.SZ,same_etf,False,1
2026-03-24,159611.SZ,159611.SZ,same_etf,False,1
2026-03-25,159611.SZ,159611.SZ,same_etf,False,1
2026-03-26,159611.SZ,159611.SZ,same_etf,False,1
2026-03-27,159611.SZ,159611.SZ,same_etf,False,1
2026-03-30,159611.SZ,159611.SZ,same_etf,False,1
2026-03-31,159611.SZ,159611.SZ,same_etf,False,1
2026-04-01,CASH,CASH,both_cash,False,0
2026-04-02,CASH,CASH,both_cash,False,0
2026-04-03,CASH,CASH,both_cash,False,0
2026-04-07,515050.SH,515050.SH,same_etf,False,1
2026-04-08,515050.SH,515050.SH,same_etf,False,1
2026-04-09,515050.SH,515050.SH,same_etf,False,1
2026-04-10,515050.SH,515050.SH,same_etf,False,1
2026-04-13,515050.SH,515050.SH,same_etf,False,1
2026-04-14,515050.SH,515050.SH,same_etf,False,1
2026-04-15,515050.SH,515050.SH,same_etf,False,1
2026-04-16,515050.SH,515050.SH,same_etf,False,1
2026-04-17,515050.SH,515050.SH,same_etf,False,1
2026-04-20,515050.SH,515050.SH,same_etf,False,1
2026-04-21,515050.SH,515050.SH,same_etf,False,1
2026-04-22,515050.SH,515050.SH,same_etf,False,1
2026-04-23,515050.SH,515050.SH,same_etf,False,1
2026-04-24,515050.SH,515050.SH,same_etf,False,1
2026-04-27,515050.SH,515050.SH,same_etf,False,1
2026-04-28,515050.SH,515050.SH,same_etf,False,1
2026-04-29,515050.SH,515050.SH,same_etf,False,1
2026-04-30,515050.SH,515050.SH,same_etf,False,1
2026-05-06,515050.SH,515050.SH,same_etf,False,1
2026-05-07,515050.SH,515050.SH,same_etf,False,1
2026-05-08,515050.SH,515050.SH,same_etf,False,1
2026-05-11,515050.SH,515050.SH,same_etf,False,1
