variant,date,baseline,base_position,position
without_quality_extension,2025-09-29,joint_valid,515050.SH,cash
without_quality_extension,2025-09-30,joint_valid,515050.SH,cash
without_quality_extension,2025-10-09,joint_valid,515050.SH,cash
without_quality_extension,2025-10-10,joint_valid,515050.SH,cash
without_quality_extension,2025-10-13,joint_valid,515050.SH,cash
without_quality_extension,2025-10-14,joint_valid,515050.SH,cash
without_quality_extension,2025-10-15,joint_valid,515050.SH,cash
without_quality_extension,2025-12-23,joint_valid,513500.SH,cash
without_all,2025-01-23,joint_valid,513520.SH,513500.SH
without_all,2025-01-24,joint_valid,513520.SH,513500.SH
without_all,2025-02-18,joint_valid,513200.SH,cash
without_all,2025-02-19,joint_valid,513200.SH,cash
without_all,2025-02-20,joint_valid,513200.SH,cash
without_all,2025-02-21,joint_valid,513200.SH,cash
without_all,2025-02-24,joint_valid,513200.SH,cash
without_all,2025-02-25,joint_valid,513200.SH,cash
without_all,2025-02-26,joint_valid,513200.SH,cash
without_all,2025-02-27,joint_valid,513200.SH,cash
without_all,2025-02-28,joint_valid,513200.SH,cash
without_all,2025-03-03,joint_valid,513200.SH,cash
without_all,2025-03-04,joint_valid,513200.SH,cash
without_all,2025-03-05,joint_valid,513200.SH,cash
without_all,2025-03-06,joint_valid,513200.SH,cash
without_all,2025-03-07,joint_valid,513200.SH,cash
without_all,2025-03-10,joint_valid,513200.SH,cash
without_all,2025-03-11,joint_valid,513200.SH,cash
without_all,2025-03-12,joint_valid,513200.SH,cash
without_all,2025-03-13,joint_valid,513200.SH,cash
without_all,2025-03-14,joint_valid,513200.SH,cash
without_all,2025-03-17,joint_valid,513200.SH,513310.SH
without_all,2025-03-18,joint_valid,513200.SH,cash
without_all,2025-03-19,joint_valid,513200.SH,cash
without_all,2025-03-20,joint_valid,513200.SH,cash
without_all,2025-03-21,joint_valid,513200.SH,512400.SH
without_all,2025-03-24,joint_valid,513200.SH,512400.SH
without_all,2025-03-25,joint_valid,513200.SH,512400.SH
without_all,2025-03-26,joint_valid,513200.SH,512400.SH
without_all,2025-03-27,joint_valid,513200.SH|512400.SH,512400.SH
without_all,2025-04-07,joint_valid,cash,159985.SZ
without_all,2025-06-19,joint_valid,513530.SH,159941.SZ|513530.SH
without_all,2025-06-20,joint_valid,513530.SH|159869.SZ,159941.SZ|513530.SH
without_all,2025-06-23,joint_valid,513530.SH|159869.SZ,159941.SZ
without_all,2025-06-24,joint_valid,159869.SZ,159941.SZ
without_all,2025-06-25,joint_valid,159869.SZ,159941.SZ
without_all,2025-06-26,joint_valid,159869.SZ,cash
without_all,2025-06-27,joint_valid,159869.SZ,cash
without_all,2025-06-30,joint_valid,159869.SZ,cash
without_all,2025-07-01,joint_valid,159869.SZ,cash
without_all,2025-07-02,joint_valid,159869.SZ,cash
without_all,2025-07-03,joint_valid,159869.SZ,cash
without_all,2025-07-04,joint_valid,159869.SZ,515050.SH
without_all,2025-07-07,joint_valid,159869.SZ,515050.SH
without_all,2025-07-08,joint_valid,159869.SZ,515050.SH
without_all,2025-07-09,joint_valid,159869.SZ,515050.SH
without_all,2025-07-10,joint_valid,159869.SZ,515050.SH
without_all,2025-07-11,joint_valid,159869.SZ,515050.SH
without_all,2025-07-14,joint_valid,159869.SZ,515050.SH
without_all,2025-12-15,joint_valid,cash,159941.SZ
without_all,2025-12-17,joint_valid,cash,513500.SH
without_all,2026-04-02,joint_valid,cash,515050.SH
without_all,2026-04-03,joint_valid,cash,159985.SZ
without_all,2026-04-09,joint_valid,cash,513520.SH
without_all,2026-04-10,joint_valid,cash,513520.SH
