,baseline,rank5_1d,rank5_2d,gap3_1d,gap3_2d,gap5_1d,gap5_2d,gap10_1d,gap10_2d,rank8_gap5_1d,rank8_gap5_2d,top1_gap5_1d,top1_gap5_2d
2021-09-09,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085
2021-09-10,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017
2021-09-13,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812
2021-09-14,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744
2021-09-15,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676
2021-09-16,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608
2021-09-17,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654
2021-09-22,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197
2021-09-23,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129
2021-09-24,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106
2021-09-27,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856
2021-09-28,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788
2021-09-29,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572,120447.4421544572
2021-09-30,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651,120451.17366130651
2021-10-08,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103,120489.42571610103
2021-10-11,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898,120503.02023664898
2021-10-12,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983,120506.7517434983
2021-10-13,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762,120510.48325034762
2021-10-14,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694,120514.21475719694
2021-10-15,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626,120517.94626404626
2021-10-18,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421,120531.54078459421
2021-10-19,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353,120535.27229144353
2021-10-20,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285,120539.00379829285
2021-10-21,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217,120542.73530514217
2021-10-22,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149,120546.46681199149
2021-10-25,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944,120560.06133253944
2021-10-26,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876,120563.79283938876
2021-10-27,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807,120567.52434623807
2021-10-28,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621,118914.0592569621
2021-10-29,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982,119167.06566790982
2021-11-01,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504,118393.4916945504
2021-11-02,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457,119846.32206052457
2021-11-03,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592,118908.59272426592
2021-11-04,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795,122126.10706419795
2021-11-05,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964,122131.5549645964
2021-11-08,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433,120263.74864917433
2021-11-09,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725,119754.35520749725
2021-11-10,117292.25148301758,117619.68308558923,117292.25148301758,117619.68308558923,117292.25148301758,117619.68308558923,117292.25148301758,117619.68308558923,117292.25148301758,117292.25148301758,117292.25148301758,117292.25148301758,117292.25148301758
2021-11-11,118494.58424076164,118277.97634007008,118494.58424076164,118277.97634007008,118494.58424076164,118277.97634007008,118494.58424076164,118277.97634007008,118494.58424076164,118494.58424076164,118494.58424076164,118494.58424076164,118494.58424076164
2021-11-12,117936.51847506988,118633.95196087606,117936.51847506988,118633.95196087606,117936.51847506988,118633.95196087606,117936.51847506988,118633.95196087606,117936.51847506988,117936.51847506988,117936.51847506988,117936.51847506988,117936.51847506988
2021-11-15,121167.85209086948,119444.74505525261,121167.85209086948,119444.74505525261,121167.85209086948,119444.74505525261,121167.85209086948,119444.74505525261,121167.85209086948,121167.85209086948,121167.85209086948,121167.85209086948,121167.85209086948
2021-11-16,122389.28703627366,118627.34605662545,122389.28703627366,118627.34605662545,122389.28703627366,118627.34605662545,122389.28703627366,118627.34605662545,122389.28703627366,122389.28703627366,122389.28703627366,122389.28703627366,122389.28703627366
2021-11-17,121143.34176398236,117900.0613526841,121143.34176398236,117900.0613526841,121143.34176398236,117900.0613526841,121143.34176398236,117900.0613526841,121143.34176398236,121143.34176398236,121143.34176398236,121143.34176398236,121143.34176398236
2021-11-18,121197.22156476352,118037.4677733918,121197.22156476352,118037.4677733918,121197.22156476352,118037.4677733918,121197.22156476352,118037.4677733918,121197.22156476352,121197.22156476352,121197.22156476352,121197.22156476352,121197.22156476352
2021-11-19,120774.21860646579,117625.26489062508,120774.21860646579,117625.26489062508,120774.21860646579,117625.26489062508,120774.21860646579,117625.26489062508,120774.21860646579,120774.21860646579,120774.21860646579,120774.21860646579,120774.21860646579
2021-11-22,120210.21746348712,117075.66377682885,120210.21746348712,117075.66377682885,120210.21746348712,117075.66377682885,120210.21746348712,117075.66377682885,120210.21746348712,120210.21746348712,120210.21746348712,120210.21746348712,120210.21746348712
2021-11-23,118518.21403455111,115426.86043544015,118518.21403455111,115426.86043544015,118518.21403455111,115426.86043544015,118518.21403455111,115426.86043544015,118518.21403455111,118518.21403455111,118518.21403455111,118518.21403455111,118518.21403455111
2021-11-24,116121.21968221042,113091.06593890389,116121.21968221042,113091.06593890389,116121.21968221042,113091.06593890389,116121.21968221042,113091.06593890389,116121.21968221042,116121.21968221042,116121.21968221042,116121.21968221042,116121.21968221042
2021-11-25,114497.07260957507,111475.96301869949,114497.07260957507,111475.96301869949,114497.07260957507,111475.96301869949,114497.07260957507,111475.96301869949,114497.07260957507,114497.07260957507,114497.07260957507,114497.07260957507,114497.07260957507
2021-11-26,113885.62394893868,110889.23733349825,113885.62394893868,110889.23733349825,113885.62394893868,110889.23733349825,113885.62394893868,110889.23733349825,113885.62394893868,113885.62394893868,113885.62394893868,113885.62394893868,113885.62394893868
2021-11-29,114612.82181061011,111597.23525162722,114612.82181061011,111597.23525162722,114612.82181061011,111597.23525162722,114612.82181061011,111597.23525162722,114612.82181061011,114612.82181061011,114612.82181061011,114612.82181061011,114612.82181061011
2021-11-30,111946.42001903756,109001.2335073569,111946.42001903756,109001.2335073569,111946.42001903756,109001.2335073569,111946.42001903756,109001.2335073569,111946.42001903756,111946.42001903756,111946.42001903756,111946.42001903756,111946.42001903756
2021-12-01,112431.22100151282,109473.23446389224,112431.22100151282,109473.23446389224,112431.22100151282,109473.23446389224,112431.22100151282,109473.23446389224,112431.22100151282,112431.22100151282,112431.22100151282,112431.22100151282,112431.22100151282
2021-12-02,113764.42550934058,110771.23885270144,113764.42550934058,110771.23885270144,113764.42550934058,110771.23885270144,113764.42550934058,110771.23885270144,113764.42550934058,113764.42550934058,113764.42550934058,113764.42550934058,113764.42550934058
2021-12-03,118127.61990345221,115019.23339482333,118127.61990345221,115019.23339482333,118127.61990345221,115019.23339482333,118127.61990345221,115019.23339482333,118127.61990345221,118127.61990345221,118127.61990345221,118127.61990345221,118127.61990345221
2021-12-06,118006.42146385412,114901.23491402649,118006.42146385412,114901.23491402649,118006.42146385412,114901.23491402649,118006.42146385412,114901.23491402649,118006.42146385412,118006.42146385412,118006.42146385412,118006.42146385412,118006.42146385412
2021-12-07,117764.02458465796,114665.23795243289,117764.02458465796,114665.23795243289,117764.02458465796,114665.23795243289,117764.02458465796,114665.23795243289,117764.02458465796,117764.02458465796,117764.02458465796,117764.02458465796,117764.02458465796
2021-12-08,123581.62915027836,120329.24239750885,123581.62915027836,120329.24239750885,123581.62915027836,120329.24239750885,123581.62915027836,120329.24239750885,123581.62915027836,123581.62915027836,123581.62915027836,123581.62915027836,123581.62915027836
2021-12-09,126732.81747616034,123397.23103161837,126732.81747616034,123397.23103161837,126732.81747616034,123397.23103161837,126732.81747616034,123397.23103161837,126732.81747616034,126732.81747616034,126732.81747616034,126732.81747616034,126732.81747616034
2021-12-10,126490.42059696418,123161.23407002474,126490.42059696418,123161.23407002474,126490.42059696418,123161.23407002474,126490.42059696418,123161.23407002474,126490.42059696418,126490.42059696418,126490.42059696418,126490.42059696418,126490.42059696418
2021-12-13,127581.22822559577,124223.24149724032,127581.22822559577,124223.24149724032,127581.22822559577,124223.24149724032,127581.22822559577,124223.24149724032,127581.22822559577,127581.22822559577,127581.22822559577,127581.22822559577,127581.22822559577
2021-12-14,128793.2270697425,125403.24037190463,128793.2270697425,125403.24037190463,128793.2270697425,125403.24037190463,128793.2270697425,125403.24037190463,128793.2270697425,128793.2270697425,128793.2270697425,128793.2270697425,128793.2270697425
2021-12-15,126490.42059696418,123161.23407002474,126490.42059696418,123161.23407002474,126490.42059696418,123161.23407002474,126490.42059696418,123161.23407002474,126490.42059696418,126490.42059696418,126490.42059696418,126490.42059696418,126490.42059696418
2021-12-16,124066.42290867072,120801.23632069613,124066.42290867072,120801.23632069613,124066.42290867072,120801.23632069613,124066.42290867072,120801.23632069613,124066.42290867072,124066.42290867072,124066.42290867072,124066.42290867072,124066.42290867072
2021-12-17,120066.82383335334,116907.23722096469,120066.82383335334,116907.23722096469,120066.82383335334,116907.23722096469,120066.82383335334,116907.23722096469,120066.82383335334,120066.82383335334,120066.82383335334,120066.82383335334,120066.82383335334
2021-12-20,119945.62539375525,116789.23874016787,119945.62539375525,116789.23874016787,119945.62539375525,116789.23874016787,119945.62539375525,116789.23874016787,119945.62539375525,119945.62539375525,119945.62539375525,119945.62539375525,119945.62539375525
2021-12-21,120066.82383335334,116907.23722096469,120066.82383335334,116907.23722096469,120066.82383335334,116907.23722096469,120066.82383335334,116907.23722096469,120066.82383335334,120066.82383335334,120066.82383335334,120066.82383335334,120066.82383335334
2021-12-22,120794.0216950248,117615.23513909365,120794.0216950248,117615.23513909365,120794.0216950248,117615.23513909365,120794.0216950248,117615.23513909365,120794.0216950248,120794.0216950248,120794.0216950248,120794.0216950248,120794.0216950248
2021-12-23,124308.81978786689,121037.23328228976,124308.81978786689,121037.23328228976,124308.81978786689,121037.23328228976,124308.81978786689,121037.23328228976,124308.81978786689,124308.81978786689,124308.81978786689,124308.81978786689,124308.81978786689
2021-12-24,124066.42290867072,120801.23632069613,124066.42290867072,120801.23632069613,124066.42290867072,120801.23632069613,124066.42290867072,120801.23632069613,124066.42290867072,124066.42290867072,124066.42290867072,124066.42290867072,124066.42290867072
2021-12-27,122490.8215216468,119267.2349702933,122490.8215216468,119267.2349702933,122490.8215216468,119267.2349702933,122490.8215216468,119267.2349702933,122490.8215216468,122490.8215216468,122490.8215216468,122490.8215216468,122490.8215216468
2021-12-28,122428.27149051972,119206.33642513657,122428.27149051972,119206.33642513657,122428.27149051972,119206.33642513657,122428.27149051972,119206.33642513657,122428.27149051972,122428.27149051972,122428.27149051972,122428.27149051972,122428.27149051972
2021-12-29,122432.06518914986,119210.03683609547,122432.06518914986,119210.03683609547,122432.06518914986,119210.03683609547,122432.06518914986,119210.03683609547,122432.06518914986,122432.06518914986,122432.06518914986,122432.06518914986,122432.06518914986
2021-12-30,122435.85888777999,119213.73724705438,122435.85888777999,119213.73724705438,122435.85888777999,119213.73724705438,122435.85888777999,119213.73724705438,122435.85888777999,122435.85888777999,122435.85888777999,122435.85888777999,122435.85888777999
2021-12-31,122439.65258641013,119217.43765801328,122439.65258641013,119217.43765801328,122439.65258641013,119217.43765801328,122439.65258641013,119217.43765801328,122439.65258641013,122439.65258641013,122439.65258641013,122439.65258641013,122439.65258641013
2022-01-04,122458.48738093067,119235.8093018489,122458.48738093067,119235.8093018489,122458.48738093067,119235.8093018489,122458.48738093067,119235.8093018489,122458.48738093067,122458.48738093067,122458.48738093067,122458.48738093067,122458.48738093067
2022-01-05,122462.28107956081,119239.5097128078,122462.28107956081,119239.5097128078,122462.28107956081,119239.5097128078,122462.28107956081,119239.5097128078,122462.28107956081,122462.28107956081,122462.28107956081,122462.28107956081,122462.28107956081
2022-01-06,122466.07477819094,119243.21012376671,122466.07477819094,119243.21012376671,122466.07477819094,119243.21012376671,122466.07477819094,119243.21012376671,122466.07477819094,122466.07477819094,122466.07477819094,122466.07477819094,122466.07477819094
2022-01-07,122469.86847682108,119246.91053472561,122469.86847682108,119246.91053472561,122469.86847682108,119246.91053472561,122469.86847682108,119246.91053472561,122469.86847682108,122469.86847682108,122469.86847682108,122469.86847682108,122469.86847682108
2022-01-10,122483.68957271149,119260.39176760233,122483.68957271149,119260.39176760233,122483.68957271149,119260.39176760233,122483.68957271149,119260.39176760233,122483.68957271149,122483.68957271149,122483.68957271149,122483.68957271149,122483.68957271149
2022-01-11,122487.48327134163,119264.09217856123,122487.48327134163,119264.09217856123,122487.48327134163,119264.09217856123,122487.48327134163,119264.09217856123,122487.48327134163,122487.48327134163,122487.48327134163,122487.48327134163,122487.48327134163
2022-01-12,122491.27696997176,119267.79258952013,122491.27696997176,119267.79258952013,122491.27696997176,119267.79258952013,122491.27696997176,119267.79258952013,122491.27696997176,122491.27696997176,122491.27696997176,122491.27696997176,122491.27696997176
2022-01-13,122495.0706686019,119271.49300047904,122495.0706686019,119271.49300047904,122495.0706686019,119271.49300047904,122495.0706686019,119271.49300047904,122495.0706686019,122495.0706686019,122495.0706686019,122495.0706686019,122495.0706686019
2022-01-14,122498.86436723203,119275.19341143794,122498.86436723203,119275.19341143794,122498.86436723203,119275.19341143794,122498.86436723203,119275.19341143794,122498.86436723203,122498.86436723203,122498.86436723203,122498.86436723203,122498.86436723203
2022-01-17,122512.68546312244,119288.67464431465,122512.68546312244,119288.67464431465,122512.68546312244,119288.67464431465,122512.68546312244,119288.67464431465,122512.68546312244,122512.68546312244,122512.68546312244,122512.68546312244,122512.68546312244
2022-01-18,122516.47916175258,119292.37505527356,122516.47916175258,119292.37505527356,122516.47916175258,119292.37505527356,122516.47916175258,119292.37505527356,122516.47916175258,122516.47916175258,122516.47916175258,122516.47916175258,122516.47916175258
2022-01-19,122520.27286038271,119296.07546623246,122520.27286038271,119296.07546623246,122520.27286038271,119296.07546623246,122520.27286038271,119296.07546623246,122520.27286038271,122520.27286038271,122520.27286038271,122520.27286038271,122520.27286038271
2022-01-20,122524.06655901285,119299.77587719136,122524.06655901285,119299.77587719136,122524.06655901285,119299.77587719136,122524.06655901285,119299.77587719136,122524.06655901285,122524.06655901285,122524.06655901285,122524.06655901285,122524.06655901285
2022-01-21,122527.86025764298,119303.47628815027,122527.86025764298,119303.47628815027,122527.86025764298,119303.47628815027,122527.86025764298,119303.47628815027,122527.86025764298,122527.86025764298,122527.86025764298,122527.86025764298,122527.86025764298
2022-01-24,122541.6813535334,119316.95752102698,122541.6813535334,119316.95752102698,122541.6813535334,119316.95752102698,122541.6813535334,119316.95752102698,122541.6813535334,122541.6813535334,122541.6813535334,122541.6813535334,122541.6813535334
2022-01-25,118101.30489363705,114994.77367121486,118101.30489363705,114994.77367121486,118101.30489363705,114994.77367121486,118101.30489363705,114994.77367121486,118101.30489363705,118101.30489363705,118101.30489363705,118101.30489363705,118101.30489363705
2022-01-26,118732.50930800472,115609.17796808986,118732.50930800472,115609.17796808986,118732.50930800472,115609.17796808986,118732.50930800472,115609.17796808986,118732.50930800472,118732.50930800472,118732.50930800472,118732.50930800472,118732.50930800472
2022-01-27,116628.51131453548,113561.17992121486,116628.51131453548,113561.17992121486,116628.51131453548,113561.17992121486,116628.51131453548,113561.17992121486,116628.51131453548,116628.51131453548,116628.51131453548,116628.51131453548,116628.51131453548
2022-01-28,116365.50529494323,113305.17406183989,116365.50529494323,113305.17406183989,116365.50529494323,113305.17406183989,116365.50529494323,113305.17406183989,116365.50529494323,116365.50529494323,116365.50529494323,116365.50529494323,116365.50529494323
2022-02-07,115875.9039943213,112828.6039745425,115875.9039943213,112828.6039745425,115875.9039943213,112828.6039745425,115875.9039943213,112828.6039745425,115875.9039943213,115875.9039943213,115875.9039943213,115875.9039943213,115875.9039943213
2022-02-08,115879.48002171855,112832.08671426852,115879.48002171855,112832.08671426852,115879.48002171855,112832.08671426852,115879.48002171855,112832.08671426852,115879.48002171855,115879.48002171855,115879.48002171855,115879.48002171855,115879.48002171855
2022-02-09,115883.05604911581,112835.56945399454,115883.05604911581,112835.56945399454,115883.05604911581,112835.56945399454,115883.05604911581,112835.56945399454,115883.05604911581,115883.05604911581,115883.05604911581,115883.05604911581,115883.05604911581
2022-02-10,115886.63207651307,112839.05219372056,115886.63207651307,112839.05219372056,115886.63207651307,112839.05219372056,115886.63207651307,112839.05219372056,115886.63207651307,115886.63207651307,115886.63207651307,115886.63207651307,115886.63207651307
2022-02-11,115890.20810391032,112842.53493344659,115890.20810391032,112842.53493344659,115890.20810391032,112842.53493344659,115890.20810391032,112842.53493344659,115890.20810391032,115890.20810391032,115890.20810391032,115890.20810391032,115890.20810391032
2022-02-14,115903.2361861021,112855.22315262466,115903.2361861021,112855.22315262466,115903.2361861021,112855.22315262466,115903.2361861021,112855.22315262466,115903.2361861021,115903.2361861021,115903.2361861021,115903.2361861021,115903.2361861021
2022-02-15,115840.83403433094,112792.72771318226,115840.83403433094,112792.72771318226,115840.83403433094,112792.72771318226,115840.83403433094,112792.72771318226,115840.83403433094,115840.83403433094,115840.83403433094,115840.83403433094,115840.83403433094
2022-02-16,115028.65432709218,111980.45471827227,115028.65432709218,111980.45471827227,115028.65432709218,111980.45471827227,115028.65432709218,111980.45471827227,115028.65432709218,115028.65432709218,115028.65432709218,115028.65432709218,115028.65432709218
2022-02-17,112390.65677790946,109360.17360557185,112390.65677790946,109360.17360557185,112390.65677790946,109360.17360557185,112390.65677790946,109360.17360557185,112390.65677790946,112390.65677790946,112390.65677790946,112390.65677790946,112390.65677790946
2022-02-18,113745.35208611793,110678.76903880702,113745.35208611793,110678.76903880702,113745.35208611793,110678.76903880702,113745.35208611793,110678.76903880702,113745.35208611793,113745.35208611793,113745.35208611793,113745.35208611793,113745.35208611793
2022-02-21,113816.65541796989,110748.1722818719,113816.65541796989,110748.1722818719,113816.65541796989,110748.1722818719,113816.65541796989,110748.1722818719,113816.65541796989,113816.65541796989,113816.65541796989,113816.65541796989,113816.65541796989
2022-02-22,115028.75256209678,112408.28363560772,115028.75256209678,112408.28363560772,115028.75256209678,112408.28363560772,115028.75256209678,112408.28363560772,115028.75256209678,115028.75256209678,115028.75256209678,115028.75256209678,115028.75256209678
2022-02-23,115028.75256209678,111202.7462180859,115028.75256209678,111202.7462180859,115028.75256209678,111202.7462180859,115028.75256209678,111202.7462180859,115028.75256209678,115028.75256209678,115028.75256209678,115028.75256209678,115028.75256209678
2022-02-24,117524.25018220252,109730.55124213418,117524.25018220252,109730.55124213418,117524.25018220252,109730.55124213418,117524.25018220252,109730.55124213418,117524.25018220252,117524.25018220252,117524.25018220252,117524.25018220252,117524.25018220252
2022-02-25,114672.25290208167,107348.55351378642,114672.25290208167,107348.55351378642,114672.25290208167,107348.55351378642,114672.25290208167,107348.55351378642,114672.25290208167,114672.25290208167,114672.25290208167,114672.25290208167,114672.25290208167
2022-02-28,115955.65337806052,109730.55124213418,115955.65337806052,109730.55124213418,115955.65337806052,109730.55124213418,115955.65337806052,109730.55124213418,115955.65337806052,115955.65337806052,115955.65337806052,115955.65337806052,115955.65337806052
2022-03-01,117666.85684590643,112588.94993593417,117666.85684590643,112588.94993593417,117666.85684590643,112588.94993593417,117666.85684590643,112588.94993593417,117666.85684590643,117666.85684590643,117666.85684590643,117666.85684590643,117666.85684590643
2022-03-02,121303.15677790946,115685.55266191684,121303.15677790946,115685.55266191684,121303.15677790946,115685.55266191684,121303.15677790946,115685.55266191684,121303.15677790946,121303.15677790946,121303.15677790946,121303.15677790946,121303.15677790946
2022-03-03,126080.25052218742,118782.14828898631,126080.25052218742,118782.14828898631,126080.25052218742,118782.14828898631,126080.25052218742,118782.14828898631,126080.25052218742,126080.25052218742,126080.25052218742,126080.25052218742,126080.25052218742
2022-03-04,122443.9505901844,119020.35232116899,122443.9505901844,119020.35232116899,122443.9505901844,119020.35232116899,122443.9505901844,119020.35232116899,122443.9505901844,122443.9505901844,122443.9505901844,122443.9505901844,122443.9505901844
2022-03-07,132354.6547380001,119258.5563533517,132354.6547380001,119258.5563533517,132354.6547380001,119258.5563533517,132354.6547380001,119258.5563533517,132354.6547380001,132354.6547380001,132354.6547380001,132354.6547380001,132354.6547380001
2022-03-08,128076.65031819648,111397.95107176028,128076.65031819648,111397.95107176028,128076.65031819648,111397.95107176028,128076.65031819648,111397.95107176028,128076.65031819648,128076.65031819648,128076.65031819648,128076.65031819648,128076.65031819648
2022-03-09,131071.25426202123,115804.65112855159,131071.25426202123,115804.65112855159,131071.25426202123,115804.65112855159,131071.25426202123,115804.65112855159,131071.25426202123,131071.25426202123,131071.25426202123,131071.25426202123,131071.25426202123
2022-03-10,124226.45738988229,114851.8491976472,124226.45738988229,114851.8491976472,124226.45738988229,114851.8491976472,124226.45738988229,114851.8491976472,124226.45738988229,124226.45738988229,124226.45738988229,124226.45738988229,124226.45738988229
2022-03-11,124654.25188212699,114613.65226437768,124654.25188212699,114613.65226437768,124654.25188212699,114613.65226437768,124654.25188212699,114613.65226437768,124654.25188212699,124654.25188212699,124654.25188212699,124654.25188212699,124654.25188212699
2022-03-14,120304.95263009374,109611.45277549943,120304.95263009374,109611.45277549943,120304.95263009374,109611.45277549943,120304.95263009374,109611.45277549943,120304.95263009374,120304.95263009374,120304.95263009374,120304.95263009374,120304.95263009374
2022-03-15,116240.84970622367,99249.7512989255,116240.84970622367,99249.7512989255,116240.84970622367,99249.7512989255,116240.84970622367,99249.7512989255,116240.84970622367,116240.84970622367,116240.84970622367,116240.84970622367,116240.84970622367
2022-03-16,118237.24950223273,100290.18435850424,118237.24950223273,100290.18435850424,118237.24950223273,100290.18435850424,118237.24950223273,100290.18435850424,118237.24950223273,118237.24950223273,118237.24950223273,118237.24950223273,118237.24950223273
2022-03-17,117524.25018220252,100482.13211826693,117524.25018220252,100482.13211826693,117524.25018220252,100482.13211826693,117524.25018220252,100482.13211826693,117524.25018220252,117524.25018220252,117524.25018220252,117524.25018220252,117524.25018220252
2022-03-18,121873.54943423576,103141.32621458467,121873.54943423576,103141.32621458467,121873.54943423576,103141.32621458467,121873.54943423576,103141.32621458467,121873.54943423576,121873.54943423576,121873.54943423576,121873.54943423576,121873.54943423576
2022-03-21,122016.15609793969,103261.93185022769,122016.15609793969,103261.93185022769,122016.15609793969,103261.93185022769,122016.15609793969,103261.93185022769,122016.15609793969,122016.15609793969,122016.15609793969,122016.15609793969,122016.15609793969
