,baseline,rank5_1d,rank5_2d,gap3_1d,gap3_2d,gap5_1d,gap5_2d,gap10_1d,gap10_2d,rank8_gap5_1d,rank8_gap5_2d,top1_gap5_1d,top1_gap5_2d
2024-05-31,180450.78387956152,150055.311573947,186743.24980359382,148137.05986815135,185479.31229259327,149855.82768686788,185479.31229259327,151349.50646336126,180165.4660109265,172806.71379372466,180450.78387956152,184162.31230298552,180450.78387956152
2024-06-03,181937.78246144782,151292.31039425186,188282.24833588905,149358.058703715,187008.31083442524,151090.8265090801,187008.31083442524,152596.5052741294,181650.46459472014,174230.71243569243,181937.78246144782,185680.3108553079,181937.78246144782
2024-06-04,181045.57622174747,150550.10520359327,187358.84187798802,148625.45358019508,186090.90441848588,150349.82132681384,186090.90441848588,151848.30004150912,180759.45836341212,173376.3064603506,181045.57622174747,184769.50448552638,181045.57622174747
2024-06-05,178517.68217782507,148447.21015831284,184742.5480423481,146549.75847082774,183491.61054279163,148250.32627352254,183491.61054279163,149728.40503628302,178234.96431147886,170955.512164086,178517.68217782507,182188.91056577238,178517.68217782507
2024-06-06,180153.36998204718,149807.90001293473,186435.43542008704,147892.84845667522,185173.49800254658,149608.81614454763,185173.49800254658,151100.0948088889,179868.45213210417,172521.90048500884,180153.36998204718,183858.69811574492,180153.36998204718
2024-06-07,180599.47310189734,150179.002608264,186897.13864903754,148259.15101843516,185632.20121051624,149979.31873568075,185632.20121051624,151474.19742519903,180313.95524775816,172949.10347267974,180599.47310189734,184314.10130063567,180599.47310189734
2024-06-11,174651.47877435217,145231.00732704453,180741.14451985664,143375.15567618053,179516.20704318836,145039.32344683187,179516.20704318836,146486.20218212652,174373.9609125836,167253.10890480864,174651.47877435217,178242.10709134612,174651.47877435217
2024-06-12,173628.00940937785,144232.53913032124,179712.4749118861,142378.2875542253,178488.53748194786,144041.0552594546,178488.53748194786,145486.73393867322,173350.69155695528,166235.93983423358,173628.00940937785,177215.53758150866,173628.00940937785
2024-06-13,174568.11055445092,145297.86485108008,180626.5760817547,143451.61326735478,179407.8633419432,145107.1562843647,179407.8633419432,146546.83496930538,174291.79270107468,167207.5409492659,174568.11055445092,178140.36343625875,174568.11055445092
2024-06-14,174019.5646318954,145071.13849842642,180010.9406936901,143245.4779744973,178805.18162683686,144883.20042221874,178805.18162683686,146307.37963858846,173745.7925741318,166740.086368089,174019.5646318954,177551.683597022,174019.5646318954
2024-06-17,174822.58301110682,145740.65382206533,180841.95971377066,143906.49310358666,179630.20050958832,145551.71572296947,179630.20050958832,146982.3950881124,174547.81093045505,167509.60398054626,174822.58301110682,178371.20235388845,174822.58301110682
2024-06-18,177070.97320886073,147615.2456494579,183168.7495697277,145757.285034739,181940.19043878754,147423.50756256908,181940.19043878754,148872.3868483663,176793.40114041598,169664.19458723572,177070.97320886073,180665.79235022634,177070.97320886073
2024-06-19,177070.97320886073,147615.2456494579,183168.7495697277,145757.285034739,181940.19043878754,147423.50756256908,181940.19043878754,148872.3868483663,176793.40114041598,169664.19458723572,177070.97320886073,180665.79235022634,177070.97320886073
2024-06-20,178034.57994790492,148418.6512681255,184165.95654375723,146550.49058207177,182930.19736246308,148225.71317284435,182930.19736246308,149682.39251319173,177755.80787106784,170587.60104513672,178034.57994790492,181649.19922774404,178034.57994790492
2024-06-21,175786.1706051391,146544.04347860906,181839.14687521628,144699.68289145135,180620.18776373108,146353.90539496273,180620.18776373108,147792.38465968374,175510.19853993686,168432.9920921376,175786.1706051391,179354.5896930036,175786.1706051391
