track,start,candidate,cost_multiplier,capital,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,annual_turnover,trade_count,average_exposure,total_fees,slippage_cost_estimate,blocked_order_count,limit_blocked_order_count,eligibility_blocked_order_count,liquidity_limited_order_count,cash_management_annual_rate,cash_interest_income,cash_interest_calendar_days,cash_management_fees,without_best_round_return,removed_round
mixed,2023-01-03,False,1,100000,6.005066206397711,0.6959409036720381,0.29750334543733203,1.9916388704581796,3.6780895114499295,-0.17870999021780498,3.8942473379571654,18.688471437057494,119.0,0.7445657296274987,5354.973548808619,28752.719678015113,3.0,3.0,0.0,42.0,0.015,4209.780821917804,1346.0,683.5200000000001,3.3166780889565555,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 303661.1790199494}"
mixed,2023-01-03,False,2,100000,5.153923915666086,0.6373593028499667,0.2991749573304576,1.8599862416852961,3.431590187892361,-0.19099570143705968,3.337034802639266,18.734500598911637,116.0,0.7458800472562284,9901.92000557891,53098.810853143914,3.0,3.0,0.0,39.0,0.015,3824.054794520547,1346.0,619.5799999999982,2.794807071112194,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 270110.57340515126}"
mixed,2023-01-03,True,1,100000,4.17470643569343,0.5621392019241869,0.303006485639433,1.6791618181544072,3.0059029579928542,-0.25979799104440116,2.163754999276009,16.49522437526401,101.0,0.7506536011342474,4154.076114747043,21404.928233073948,3.0,3.0,0.0,35.0,0.015,3433.4794520547885,1346.0,548.2799999999995,2.5233071943120025,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 186530.3407999162}"
mixed,2023-01-03,True,2,100000,3.6567120648756033,0.5180628209958218,0.30425526359031085,1.5757232155790983,2.8191450182186193,-0.26944184182438813,1.9227259489024549,16.474873368324737,95.0,0.7514143139400511,7740.305024980297,39890.67753761172,3.0,3.0,0.0,30.0,0.015,3193.191780821915,1346.0,509.43999999999886,2.176428395756838,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 169158.8475049779}"
mixed,2024-01-02,False,1,100000,5.404630004219213,0.9951310888086515,0.3368328744108733,2.297329177805135,4.295172873988149,-0.1790469335263163,5.557934275720993,21.229256710496593,91.0,0.7998394577236497,4579.8223668356795,24094.154167388682,3.0,3.0,0.0,29.0,0.015,3194.4657534246585,982.0,527.2200000000003,2.9397966357667045,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 278526.1765138313}"
mixed,2024-01-02,False,2,100000,4.764985255070276,0.9185587141423144,0.3386235675660536,2.166702341703017,4.0503983348184995,-0.1917325709990484,4.790832926070101,21.286419766919305,85.0,0.8010650561662299,8593.120592590634,45248.04407670735,3.0,3.0,0.0,24.0,0.015,2927.0136986301386,982.0,482.85000000000053,2.5501397743511744,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 253825.775647606}"
mixed,2024-01-02,True,1,100000,3.8037332868287974,0.7927092768926547,0.3435130401367943,1.935554607423383,3.5029281560692147,-0.2595485005410071,3.0541855385036656,18.157808606255664,69.0,0.8059238430112712,3478.1868153218134,17516.3333074522,3.0,3.0,0.0,19.0,0.015,2546.1780821917796,982.0,413.85,2.2668140449839647,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 173543.21858653036}"
mixed,2024-01-02,True,2,100000,3.42095937704397,0.7381876112476662,0.3446753585180143,1.836985970638937,3.324711022334679,-0.26928216097386615,2.741316426524471,18.1345135201755,67.0,0.8066146055508672,6576.555196927941,33174.45197363018,3.0,3.0,0.0,17.0,0.015,2389.972602739725,982.0,388.4399999999998,2.0155599557686457,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 160565.31833617686}"
mixed,2025-01-02,False,1,100000,2.5066072515116593,1.1041875802348056,0.3418283123936784,2.4232456647629035,4.457844628786573,-0.17653106466358148,6.254919395286469,16.501087187493546,33.0,0.7571274468986117,1995.6517888554165,10188.012920140029,0.0,0.0,0.0,5.0,0.015,1553.7123287671227,616.0,257.58999999999986,1.1492670798347762,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 152912.01449263826}"
mixed,2025-01-02,False,2,100000,2.325430367309203,1.0390298711545967,0.34248146220165543,2.324011098730217,4.274329957603476,-0.18899618506993643,5.497623514305924,16.504514257539046,32.0,0.7572026301812202,3864.5396736832477,19768.112084516288,0.0,0.0,0.0,4.0,0.015,1503.1643835616433,616.0,249.24000000000018,1.0444631861070421,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 146307.20109391288}"
