gate,dimension,value,signal_date,from_symbol,to_symbol,from_rank,to_rank,score_gap,roc20_gap,confirmation_days,new_minus_old_5d,new_minus_old_10d,new_minus_old_20d
formal_complete,margin,0.08,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
formal_complete,margin,0.08,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
formal_complete,margin,0.1,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
formal_complete,margin,0.1,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
formal_complete,confirm,1.0,2021-11-09,510630.SH,159865.SZ,6.0,2.0,0.10926631786737773,0.020803167895815156,1,0.002483793255621203,-0.016625169111953886,-0.04533274029171108
formal_complete,confirm,1.0,2022-09-09,159865.SZ,512200.SH,10.0,3.0,0.16693070855052594,0.07994446489700646,1,-0.01687055542261995,0.023856589567416764,-0.10642210195184365
formal_complete,confirm,1.0,2024-01-12,518880.SH,159941.SZ,6.0,2.0,0.12562302175544093,-0.002755460360494677,1,0.04738490352504687,0.039735675824899674,0.0693620603984485
formal_complete,confirm,1.0,2024-03-14,515050.SH,512400.SH,6.0,1.0,0.05708459583965009,-0.0689945116800239,1,-0.013153848158412806,0.04283801892232142,0.1658198672349095
formal_complete,confirm,1.0,2024-09-24,518880.SH,159851.SZ,7.0,2.0,0.12577819812702484,0.11920457768146209,1,0.5439962281565468,0.38760154935675484,0.49921026765800103
formal_complete,confirm,1.0,2025-01-13,512800.SH,159981.SZ,8.0,2.0,0.08934988612667444,0.0207918865890242,1,-0.03234175418515106,-0.07869554267966417,-0.08237343744125014
formal_complete,confirm,1.0,2025-01-20,159981.SZ,513500.SH,8.0,2.0,0.12879817798393323,-0.0013666704780757044,1,0.020749828252892843,-0.0018533743757933596,-0.012014164528409088
formal_complete,confirm,1.0,2026-07-29,159985.SZ,512800.SH,7.0,1.0,0.11214647164750419,0.04466192911339939,1,,,
formal_complete,confirm,2.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
formal_complete,confirm,2.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
formal_complete,confirm,3.0,2024-01-16,518880.SH,159941.SZ,7.0,2.0,0.1424777333047781,-0.011034123764654291,3,0.05540494283585973,0.0394216731353596,0.06755858405369441
formal_complete,hold,3.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
formal_complete,hold,3.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
formal_complete,hold,5.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
formal_complete,hold,5.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
formal_complete,hold,10.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,rank,3.0,2021-11-09,510630.SH,159865.SZ,6.0,2.0,0.10926631786737773,0.020803167895815156,2,0.002483793255621203,-0.016625169111953886,-0.04533274029171108
uniform_price_proxy,rank,3.0,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,rank,3.0,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,rank,3.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,rank,3.0,2024-08-26,518880.SH,513500.SH,4.0,1.0,0.0622155757688454,-0.02498782984955561,2,0.02281833753507878,-0.02298087154479289,-0.05313005078258959
uniform_price_proxy,rank,3.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,rank,3.0,2025-01-20,512800.SH,513500.SH,5.0,2.0,0.09024588050719018,-0.004226562450358795,2,-0.025348184101395832,-0.01812644022469323,-0.04724087199518168
uniform_price_proxy,rank,3.0,2026-07-29,159985.SZ,512800.SH,7.0,1.0,0.11214647164750419,0.04466192911339939,2,,,
uniform_price_proxy,rank,5.0,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,rank,5.0,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,rank,5.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,rank,5.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,rank,5.0,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
uniform_price_proxy,rank,7.0,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,rank,7.0,2025-02-06,512800.SH,513500.SH,11.0,5.0,0.12750579910388815,0.020688888709595066,2,-0.023054046326409505,-0.03662175797459111,-0.10224404019541333
uniform_price_proxy,margin,0.03,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,margin,0.03,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,margin,0.03,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,margin,0.03,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,margin,0.03,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
uniform_price_proxy,margin,0.05,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,margin,0.05,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,margin,0.05,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,margin,0.05,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,margin,0.05,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
uniform_price_proxy,margin,0.08,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,margin,0.08,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,margin,0.08,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,margin,0.08,2025-02-06,512800.SH,513500.SH,11.0,5.0,0.12750579910388815,0.020688888709595066,2,-0.023054046326409505,-0.03662175797459111,-0.10224404019541333
uniform_price_proxy,margin,0.1,2022-08-26,159941.SZ,159865.SZ,6.0,2.0,0.16932308574981403,0.0006232828195424922,2,0.021638158185859235,-0.06815736028943664,-0.07267396806668303
uniform_price_proxy,margin,0.1,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,margin,0.1,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,margin,0.1,2025-02-06,512800.SH,513500.SH,11.0,5.0,0.12750579910388815,0.020688888709595066,2,-0.023054046326409505,-0.03662175797459111,-0.10224404019541333
uniform_price_proxy,confirm,1.0,2021-11-09,510630.SH,159865.SZ,6.0,2.0,0.10926631786737773,0.020803167895815156,1,0.002483793255621203,-0.016625169111953886,-0.04533274029171108
uniform_price_proxy,confirm,1.0,2022-02-21,159981.SZ,515220.SH,8.0,2.0,0.33977366618089466,0.1457769777655069,1,-0.019322440756104897,-0.058452480320147604,-0.05872145018204433
uniform_price_proxy,confirm,1.0,2022-08-23,159941.SZ,159915.SZ,19.0,5.0,0.2002528794629984,-0.03389452092302436,1,-0.04161527886206162,-0.039751286304815836,-0.09574412020280298
uniform_price_proxy,confirm,1.0,2022-09-08,159865.SZ,510880.SH,11.0,3.0,0.11613406139326687,0.05062534389593276,1,-0.012474792298383552,0.04991567031400934,-0.031538824244813024
uniform_price_proxy,confirm,1.0,2023-05-22,510880.SH,159611.SZ,7.0,3.0,0.07878240949572546,0.04941311065773868,1,0.035046872224724135,0.011030509953364742,0.003502403287905409
uniform_price_proxy,confirm,1.0,2024-01-12,518880.SH,159941.SZ,6.0,2.0,0.12562302175544093,-0.002755460360494677,1,0.04738490352504687,0.039735675824899674,0.0693620603984485
uniform_price_proxy,confirm,1.0,2024-03-14,515050.SH,512400.SH,6.0,1.0,0.05708459583965009,-0.0689945116800239,1,-0.013153848158412806,0.04283801892232142,0.1658198672349095
uniform_price_proxy,confirm,1.0,2024-09-24,518880.SH,159851.SZ,7.0,2.0,0.12577819812702484,0.11920457768146209,1,0.5439962281565468,0.38760154935675484,0.49921026765800103
uniform_price_proxy,confirm,1.0,2025-01-13,512800.SH,159981.SZ,8.0,2.0,0.08934988612667444,0.0207918865890242,1,-0.03234175418515106,-0.07869554267966417,-0.08237343744125014
uniform_price_proxy,confirm,1.0,2025-01-20,159981.SZ,513500.SH,8.0,2.0,0.12879817798393323,-0.0013666704780757044,1,0.020749828252892843,-0.0018533743757933596,-0.012014164528409088
uniform_price_proxy,confirm,1.0,2026-07-29,159985.SZ,512800.SH,7.0,1.0,0.11214647164750419,0.04466192911339939,1,,,
uniform_price_proxy,confirm,2.0,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,confirm,2.0,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,confirm,2.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,confirm,2.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,confirm,2.0,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
uniform_price_proxy,confirm,3.0,2022-08-26,159941.SZ,159865.SZ,6.0,2.0,0.16932308574981403,0.0006232828195424922,3,0.021638158185859235,-0.06815736028943664,-0.07267396806668303
uniform_price_proxy,confirm,3.0,2024-01-16,518880.SH,159941.SZ,7.0,2.0,0.1424777333047781,-0.011034123764654291,3,0.05540494283585973,0.0394216731353596,0.06755858405369441
uniform_price_proxy,hold,3.0,2022-02-21,159981.SZ,515220.SH,8.0,2.0,0.33977366618089466,0.1457769777655069,2,-0.019322440756104897,-0.058452480320147604,-0.05872145018204433
uniform_price_proxy,hold,3.0,2022-08-23,159941.SZ,159915.SZ,19.0,5.0,0.2002528794629984,-0.03389452092302436,2,-0.04161527886206162,-0.039751286304815836,-0.09574412020280298
uniform_price_proxy,hold,3.0,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,hold,3.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,hold,3.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,hold,3.0,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
uniform_price_proxy,hold,5.0,2022-08-25,159941.SZ,159865.SZ,7.0,3.0,0.15872594539816343,-0.0036957088475695343,2,0.04934480241045103,0.010140011027367501,-0.007765798721258821
uniform_price_proxy,hold,5.0,2022-09-14,159865.SZ,510880.SH,8.0,3.0,0.1029072259000795,0.03619691244228873,2,0.0252462553893269,0.028681101026376,-0.009634689024697218
uniform_price_proxy,hold,5.0,2024-01-15,518880.SH,159941.SZ,8.0,2.0,0.17402926460964785,0.008583997338580174,2,0.06531825913870459,0.06473168347678382,0.057793352336679815
uniform_price_proxy,hold,5.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,hold,5.0,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
uniform_price_proxy,hold,10.0,2024-09-25,518880.SH,159851.SZ,6.0,1.0,0.17705556638194164,0.15189041867493436,2,0.6600943896616791,0.5439237182624816,0.6125992845577743
uniform_price_proxy,hold,10.0,2025-01-22,512800.SH,513500.SH,10.0,4.0,0.1436555168715713,0.03366026635376329,2,-0.03141855398743887,-0.054659875450755346,-0.1075772427256404
