,equity
2023-03-17,135164.5875686739
2023-03-20,135179.88140429033
2023-03-21,135184.0793494958
2023-03-22,135188.27729470126
2023-03-23,135192.47523990672
2023-03-24,135196.6731851122
2023-03-27,135211.96702072863
2023-03-28,135216.1649659341
2023-03-29,135220.36291113956
2023-03-30,135224.56085634502
2023-03-31,135228.7588015505
2023-04-03,135244.05263716693
2023-04-04,135248.2505823724
2023-04-06,135257.99647278336
2023-04-07,135262.19441798882
2023-04-10,135277.48825360526
2023-04-11,135281.68619881073
2023-04-12,135285.8841440162
2023-04-13,135290.08208922166
2023-04-14,135294.28003442712
2023-04-17,135309.57387004356
2023-04-18,135313.77181524903
2023-04-19,135317.9697604545
2023-04-20,135322.16770565996
2023-04-21,135326.36565086542
2023-04-24,135341.65948648186
2023-04-25,135345.85743168733
2023-04-26,135350.0553768928
2023-04-27,135354.25332209826
2023-04-28,135358.45126730372
2023-05-04,139181.49907370994
2023-05-05,140615.1050307412
2023-05-08,145274.29692527244
2023-05-09,143328.7036635537
2023-05-10,139847.09965964744
2023-05-11,139488.70122214744
2023-05-12,138823.10063620994
2023-05-15,138464.70219870994
2023-05-16,137440.70317527244
2023-05-17,136775.10258933494
2023-05-18,138208.69633933494
2023-05-19,136007.0972182412
2023-05-22,135495.09770652244
2023-05-23,133549.5044448037
2023-05-24,131399.10161277244
2023-05-25,130997.89699181054
2023-05-26,131001.93945756397
2023-05-29,131016.78014249548
2023-05-30,131020.85370413931
2023-05-31,130261.36297029738
2023-06-01,130447.1716527391
2023-06-02,131190.36208433396
2023-06-05,133605.76421064622
2023-06-06,133141.26465362794
2023-06-07,133791.57289308793
2023-06-08,133141.26465362794
2023-06-09,133884.46615976578
2023-06-12,134999.26288170106
2023-06-13,136671.46350187546
2023-06-14,137135.96305889374
2023-06-15,136764.36784309632
2023-06-16,137879.1645650316
2023-06-19,137879.1645650316
2023-06-20,138157.86651415116
2023-06-21,137743.55151260277
2023-06-26,137770.33219753427
2023-06-27,137774.59233452057
2023-06-28,137778.85247150686
2023-06-29,137783.11260849316
2023-06-30,137787.37274547946
2023-07-03,137802.89315643837
2023-07-04,137807.15329342466
2023-07-05,137811.41343041096
2023-07-06,137916.07656399487
2023-07-07,137514.7657557592
2023-07-10,137782.8295878212
2023-07-11,138400.23390567704
2023-07-12,140664.03338230058
2023-07-13,139635.0425413887
2023-07-14,139703.6375693123
2023-07-17,141075.63626087114
2023-07-18,141281.4377001564
2023-07-19,144505.63298976823
2023-07-20,145534.64018619462
2023-07-21,144299.83155048295
2023-07-24,144574.24437320634
2023-07-25,147249.6303728859
2023-07-26,148278.6375693123
2023-07-27,149993.6441115181
2023-07-28,148278.6375693123
2023-07-31,147592.63822353288
2023-08-01,149101.8433264534
2023-08-02,149444.83482158586
2023-08-03,147729.84463489457
2023-08-04,149239.03338230058
2023-08-07,147592.63822353288
2023-08-08,146975.23390567704
2023-08-09,150062.2391394417
2023-08-10,150268.04057872697
2023-08-11,151365.64280307695
2023-08-14,152257.44358814164
2023-08-15,153492.2358683388
2023-08-16,153286.4344290535
2023-08-17,155756.03534496232
2023-08-18,157539.63691509172
2023-08-21,160763.83220470353
2023-08-22,155893.24175632402
2023-08-23,155756.03534496232
2023-08-24,156853.6375693123
2023-08-25,160146.44424236222
2023-08-28,161724.24437320634
2023-08-29,162753.2352141182
2023-08-30,162410.24371898576
2023-08-31,162753.2352141182
2023-09-01,161038.2286719124
2023-09-04,158088.42984950944
2023-09-05,159803.43639171525
2023-09-06,162273.03730762406
2023-09-07,162478.83874690934
2023-09-08,159460.42854106828
2023-09-11,161038.2286719124
2023-09-12,159254.64345729753
2023-09-13,156716.4311579506
2023-09-14,155893.24175632402
2023-09-15,159186.03207385942
2023-09-18,157951.23979366227
2023-09-19,154452.63168132707
2023-09-20,156167.63822353288
2023-09-21,154589.83809268876
2023-09-22,155138.6310271065
2023-09-25,154589.83809268876
2023-09-26,155933.4940292742
2023-09-27,155938.3138922879
2023-09-28,155943.1337553016
2023-10-09,156011.65224845227
2023-10-10,156016.50320735638
2023-10-11,156021.35416626048
2023-10-12,156026.2051251646
2023-10-13,156031.0560840687
2023-10-16,156048.72896078104
2023-10-17,156053.57991968514
2023-10-18,156058.43087858925
2023-10-19,156063.28183749336
2023-10-20,156068.13279639746
2023-10-23,156085.8056731098
2023-10-24,156090.6566320139
2023-10-25,156095.50759091802
2023-10-26,156100.35854982212
2023-10-27,156105.20950872623
2023-10-30,156122.88238543857
2023-10-31,156127.73334434268
2023-11-01,156132.58430324678
2023-11-02,156137.4352621509
2023-11-03,156142.286221055
2023-11-06,156159.95909776734
2023-11-07,154855.5304051657
2023-11-08,155545.562128302
2023-11-09,154366.0672705139
2023-11-10,152007.0675115551
2023-11-13,150827.56261038434
2023-11-14,152007.0675115551
2023-11-15,153523.5680739845
2023-11-16,150490.56694912564
2023-11-17,150659.064779755
2023-11-20,150659.064779755
2023-11-21,150153.5612444843
2023-11-22,147120.5701630081
2023-11-23,149479.5699219669
2023-11-24,148300.06502079617
2023-11-27,148637.07072543752
2023-11-28,147922.77809766599
2023-11-29,147396.08106695855
2023-11-30,148080.81474912376
2023-12-01,146854.1725573219
2023-12-04,145382.73412843037
2023-12-05,141412.89414179433
2023-12-06,141954.76509002308
2023-12-07,140646.88659204237
2023-12-08,143024.38794690193
2023-12-11,143829.6962457207
2023-12-12,144996.08386287323
2023-12-13,146540.8304018854
2023-12-14,148331.63645695438
2023-12-15,146540.8304018854
2023-12-18,147517.63723324527
2023-12-19,148331.63645695438
2023-12-20,148820.03016899814
2023-12-21,146866.43591355078
2023-12-22,147680.4351372599
2023-12-25,147843.23304127448
2023-12-26,148820.03016899814
2023-12-27,149471.2314886927
2023-12-28,148982.83777664887
2023-12-29,148820.03016899814
2024-01-02,148331.63645695438
2024-01-03,145889.63878582706
2024-01-04,145238.43746613254
2024-01-05,144092.36010912442
2024-01-08,143661.16198900723
2024-01-09,143630.36422136807
2024-01-10,143075.96034410977
2024-01-11,143075.96034410977
2024-01-12,143537.95623186612
2024-01-15,144369.55470446133
2024-01-16,144492.76046160245
2024-01-17,143075.96034410977
2024-01-18,142613.96445635342
2024-01-19,143445.56292894864
2024-01-22,142891.15905169034
2024-01-23,142619.96331067913
2024-01-24,144169.76388545864
2024-01-25,143480.96248956554
2024-01-26,145086.26707525796
2024-01-29,146383.76583786553
2024-01-30,144826.7704162175
2024-01-31,144826.7704162175
2024-02-01,144048.26497169083
2024-02-02,144048.26497169083
2024-02-05,146124.26917882508
2024-02-06,147421.76794143266
2024-02-07,146124.26917882508
2024-02-08,145345.7637342984
2024-02-19,148719.26670404023
2024-02-20,149238.26002212113
2024-02-21,153649.76509543008
2024-02-22,153909.26175447053
2024-02-23,154428.27053995675
2024-02-26,150535.7587847287
2024-02-27,150795.25544376916
2024-02-28,150535.7587847287
2024-02-29,150795.25544376916
2024-03-01,151054.76757021493
2024-03-04,149497.75668116158
2024-03-05,148911.36984703655
2024-03-06,149035.24755558273
2024-03-07,146106.7067266056
2024-03-08,152333.69793301314
2024-03-11,153291.69987445563
2024-03-12,151854.70409994808
2024-03-13,151854.70409994808
2024-03-14,150417.7083254406
2024-03-15,153291.69987445563
2024-03-18,157123.7076402256
2024-03-19,157602.7014732906
2024-03-20,157123.7076402256
2024-03-21,155686.69759040562
2024-03-22,155207.7037573406
2024-03-25,150896.70215850562
2024-03-26,148980.69827562064
2024-03-27,144893.49401443818
2024-03-28,147396.21063363846
2024-03-29,152465.60757649242
2024-04-01,155447.62250674068
2024-04-02,157087.7102781564
2024-04-03,162455.31226885616
2024-04-08,162008.00914061366
2024-04-09,162604.41923630534
2024-04-10,163648.11468613445
2024-04-11,163200.81155789195
2024-04-12,164840.91710341274
2024-04-15,164691.81013596355
2024-04-16,157385.9064389497
2024-04-17,159948.38112568727
2024-04-18,161274.37986111513
2024-04-19,161009.18327545992
2024-04-22,159683.18454003206
2024-04-23,159683.18454003206
2024-04-24,159152.79136872164
2024-04-25,158912.03671750083
2024-04-26,159962.10982846178
2024-04-29,160066.07214654837
2024-04-30,161767.76745997675
2024-05-06,164870.50560739904
2024-05-07,168272.67061967083
2024-05-08,166621.6757963134
2024-05-09,171231.37849072943
2024-05-10,178220.26828031073
2024-05-13,186250.07125834955
2024-05-14,179558.5776398612
2024-05-15,178963.76757125388
2024-05-16,180004.6807597114
2024-05-17,181937.78246144782
2024-05-20,184019.57338552008
2024-05-21,181491.67934159766
2024-05-22,181342.9723928405
2024-05-23,180748.1800506545
2024-05-24,178815.07834891806
2024-05-27,183722.1772144271
2024-05-28,186547.4674294425
2024-05-29,184763.07267646323
2024-05-30,179855.9738109542
2024-05-31,180450.78387956152
2024-06-03,181937.78246144782
2024-06-04,181045.57622174747
2024-06-05,178517.68217782507
2024-06-06,180153.36998204718
2024-06-07,180599.47310189734
2024-06-11,174651.47877435217
2024-06-12,173628.00940937785
2024-06-13,174568.11055445092
2024-06-14,174019.5646318954
2024-06-17,174822.58301110682
2024-06-18,177070.97320886073
2024-06-19,177070.97320886073
2024-06-20,178034.57994790492
2024-06-21,175786.1706051391
2024-06-24,175143.77887578425
2024-06-25,173055.9770378631
2024-06-26,175786.1706051391
2024-06-27,175625.58224530634
2024-06-28,177873.97244306025
2024-07-01,177552.77657838282
2024-07-02,177873.97244306025
2024-07-03,181728.3802542251
2024-07-04,182370.77198357997
2024-07-05,183816.1820921462
2024-07-08,185582.76892037806
2024-07-09,186385.76815457758
2024-07-10,184940.3771910232
2024-07-11,187188.76738877705
2024-07-12,180282.97014565882
2024-07-15,185422.1805605453
2024-07-16,185100.96555085597
2024-07-17,183173.7712177795
2024-07-18,180122.38178582606
2024-07-19,177392.16907353816
2024-07-22,177070.97320886073
2024-07-23,178607.37073284877
2024-07-24,177257.3720203091
2024-07-25,172127.3683295895
2024-07-26,169893.44094544437
2024-07-29,170568.9302899196
2024-07-30,168775.87156540304
2024-07-31,168257.0146217936
2024-08-01,168520.71122676073
2024-08-02,167729.60569411455
2024-08-05,166147.41034656702
2024-08-06,164565.2149990195
2024-08-07,164828.9116039866
2024-08-08,164318.45103149617
2024-08-09,164323.55075752357
2024-08-12,164342.12993560577
2024-08-13,164347.22966163317
2024-08-14,164352.32938766057
2024-08-15,164357.42911368798
2024-08-16,164362.52883971538
2024-08-19,164462.91425961987
2024-08-20,164462.91425961987
2024-08-21,165178.11926145092
2024-08-22,164760.90687055126
2024-08-23,164194.71948880688
2024-08-26,165207.91710156933
2024-08-27,165088.71153134838
2024-08-28,164909.91028089062
2024-08-29,165118.5093714668
2024-08-30,164731.10903043285
2024-09-02,163807.31914777294
2024-09-03,164105.31175870434
2024-09-04,162972.90857572094
2024-09-05,164135.10959882275
2024-09-06,164582.1198298408
2024-09-09,163390.1209666206
2024-09-10,164462.91425961987
2024-09-11,165327.10846204296
2024-09-12,164999.31801099316
2024-09-13,167383.3157374336
2024-09-18,167323.72005719677
2024-09-19,167055.51107663647
2024-09-20,168932.91710156933
2024-09-23,170363.31289548412
2024-09-24,169946.11471433178
2024-09-25,171227.50709790722
2024-09-26,171555.31175870434
2024-09-27,171298.30375867136
2024-09-30,171317.6759504522
2024-10-08,171372.1851285344
2024-10-09,171377.50252579467
2024-10-10,171382.81992305495
2024-10-11,171388.13732031523
2024-10-14,171407.50951209606
2024-10-15,171412.82690935634
2024-10-16,171418.14430661662
2024-10-17,171423.4617038769
2024-10-18,171428.7791011372
2024-10-21,171448.15129291802
2024-10-22,171453.4686901783
2024-10-23,171458.78608743858
2024-10-24,171464.10348469886
2024-10-25,171469.42088195914
2024-10-28,171488.79307373997
2024-10-29,171494.11047100025
2024-10-30,171499.42786826054
2024-10-31,171504.74526552082
2024-11-01,171510.0626627811
2024-11-04,171529.43485456193
2024-11-05,171534.7522518222
2024-11-06,171540.0696490825
2024-11-07,171545.38704634277
2024-11-08,171550.70444360306
2024-11-11,171570.07663538388
2024-11-12,171575.39403264417
2024-11-13,171580.71142990445
2024-11-14,171586.02882716473
2024-11-15,171591.346224425
2024-11-18,171610.71841620584
2024-11-19,171616.03581346612
2024-11-20,171621.3532107264
2024-11-21,171626.67060798669
2024-11-22,171631.98800524697
2024-11-25,171651.3601970278
2024-11-26,171656.67759428808
2024-11-27,171661.99499154836
2024-11-28,171667.31238880864
2024-11-29,171672.62978606892
2024-12-02,171692.00197784975
2024-12-03,171697.31937511003
2024-12-04,171702.63677237032
2024-12-05,171707.9541696306
2024-12-06,171713.27156689088
2024-12-09,171732.6437586717
2024-12-10,171737.961155932
2024-12-11,171743.27855319227
2024-12-12,171748.59595045255
2024-12-13,171753.91334771283
2024-12-16,171773.28553949366
2024-12-17,171778.60293675394
2024-12-18,171783.92033401423
2024-12-19,171789.2377312745
2024-12-20,171794.5551285348
2024-12-23,171813.92732031562
2024-12-24,171819.2447175759
2024-12-25,171824.56211483618
2024-12-26,171829.87951209646
2024-12-27,171835.19690935675
2024-12-30,171854.56910113757
2024-12-31,171859.88649839786
2025-01-02,171872.2312929184
2025-01-03,170438.6573536886
2025-01-06,172092.7501423849
2025-01-07,173037.95205788745
2025-01-08,174455.7478888525
2025-01-09,173274.2490156187
2025-01-10,172092.7501423849
2025-01-13,169729.7523959173
2025-01-14,172565.35814242496
2025-01-15,173983.15397339
2025-01-16,175637.2467620863
2025-01-17,174692.0589311613
2025-01-20,173983.15397339
2025-01-21,173983.15397339
2025-01-22,170674.95431141986
2025-01-23,174928.35588889255
2025-01-24,175400.94980435504
2025-01-27,177763.94755082263
2025-02-05,174928.35588889255
2025-02-06,174928.35588889255
2025-02-07,174455.7478888525
2025-02-10,173722.34138293107
2025-02-11,173727.72097197216
2025-02-12,173839.0155924074
2025-02-13,174308.74535406398
2025-02-14,181127.6464462202
2025-02-17,184783.15748571567
2025-02-18,185757.95946120433
2025-02-19,190144.5465624254
2025-02-20,191363.0599260252
2025-02-21,199161.44667863063
2025-02-24,195993.3584153574
2025-02-25,192825.25562643222
2025-02-26,200623.6569046896
2025-02-27,200867.35376714877
2025-02-28,192337.84737586192
2025-03-03,190875.6516754549
2025-03-04,191850.45365094356
2025-03-05,194774.85957740954
2025-03-06,197455.55411576442
2025-03-07,196480.75214027576
2025-03-10,192581.55876397304
2025-03-11,193312.64935135058
2025-03-12,193312.64935135058
2025-03-13,191119.34853791408
2025-03-14,200867.35376714877
2025-03-17,199892.5517916601
2025-03-18,204766.5471434515
2025-03-19,206716.15109442882
2025-03-20,206716.15109442882
2025-03-21,199405.15806674174
2025-03-24,198430.35609125308
2025-03-25,195018.55643986873
2025-03-26,195505.9501647871
2025-03-27,195786.49377166302
2025-03-28,199402.70537673504
2025-03-31,201526.5019827989
2025-04-01,202789.30625258954
2025-04-02,202014.39399062665
2025-04-03,203879.89563285382
2025-04-07,197651.9954138902
2025-04-08,199029.6050482896
2025-04-09,201526.5019827989
2025-04-10,205888.90055953534
2025-04-11,209017.19278632672
2025-04-14,210567.00362502606
2025-04-15,210509.59410010846
2025-04-16,215618.19333373578
2025-04-17,217397.6012164262
2025-04-18,217914.204829326
2025-04-21,221960.89891730816
2025-04-22,229365.49596129925
2025-04-23,215532.09957419903
2025-04-24,217885.49322425397
2025-04-25,216393.10559569867
2025-04-28,214527.6039534715
2025-04-29,216020.00526725323
2025-04-30,214699.8051577714
2025-05-06,218746.4992457536
2025-05-07,220439.79968368085
2025-05-08,217168.00417243512
2025-05-09,216421.80351554425
2025-05-12,211973.29749404461
2025-05-13,207571.71438297463
2025-05-14,209360.92181762887
2025-05-15,207827.32632717324
2025-05-16,211405.7259615345
2025-05-19,212428.11279854013
2025-05-20,220862.9260834141
2025-05-21,224696.92242702676
2025-05-22,221118.5227926655
2025-05-23,221629.7162111683
2025-05-26,218051.31657680703
2025-05-27,223163.32693657113
2025-05-28,221884.48056717523
2025-05-29,221608.1841244281
2025-05-30,223265.9957184375
2025-06-03,227134.1953231872
2025-06-04,227410.4917659343
2025-06-05,225752.6801719249
2025-06-06,226305.2895261825
2025-06-09,227134.1953231872
2025-06-10,228239.38109417565
2025-06-11,229068.28689118035
2025-06-12,229897.19268818505
2025-06-13,227963.08465142854
2025-06-16,230726.0820164264
2025-06-17,230173.48913093217
2025-06-18,232660.19005318292
2025-06-19,232383.8936104358
2025-06-20,234870.59453268655
2025-06-23,237909.88834043153
2025-06-24,238462.48122592576
2025-06-25,240949.1821481765
2025-06-26,243435.88307042726
2025-06-27,236804.6861006797
2025-06-30,236528.3896579326
2025-07-01,235897.82350242237
2025-07-02,235905.13103666896
2025-07-03,235912.43857091555
2025-07-04,235436.8842244306
2025-07-07,232282.23371233995
2025-07-08,241835.83527829702
2025-07-09,241835.83527829702
2025-07-10,242432.9275908714
2025-07-11,240641.63285818155
2025-07-14,241835.83527829702
2025-07-15,254972.0263096338
2025-07-16,253180.73157694394
2025-07-17,265122.73798313196
2025-07-18,263331.4432504421
2025-07-21,264525.6278755909
2025-07-22,263331.4432504421
2025-07-23,262137.24083032663
2025-07-24,262734.333142901
2025-07-25,263928.5355630164
2025-07-28,269302.4375560527
2025-07-29,277661.83670189435
2025-07-30,277661.83670189435
2025-07-31,278856.03912200977
2025-08-01,272885.02702143247
2025-08-04,273482.13712897355
2025-08-05,274676.33954908897
2025-08-06,275870.5419692045
2025-08-07,275273.4318616634
2025-08-08,274079.2294415479
2025-08-11,281244.426167274
2025-08-12,288409.6406879669
2025-08-13,304531.328872109
2025-08-14,297963.2422539239
2025-08-15,300948.7394067293
2025-08-18,312890.7280179506
2025-08-19,318264.6300109869
2025-08-20,321250.1271637922
2025-08-21,320653.0348512178
2025-08-22,333789.2436775213
2025-08-25,350508.0419692045
2025-08-26,351105.1342817789
2025-08-27,354090.6314345842
2025-08-28,380363.0490871912
2025-08-29,385139.82317771966
2025-09-01,403649.9339970594
2025-09-02,380960.14139976556
2025-09-03,385736.95108022745
2025-09-04,353493.5391220098
2025-09-05,376780.42403187806
2025-09-08,364838.43542065675
2025-09-09,357076.12858738954
2025-09-10,370809.4297262674
2025-09-11,407829.6513649469
2025-09-12,401261.5291568285
2025-09-15,398276.03200402315
2025-09-16,399470.2522191053
2025-09-17,401858.62146940286
2025-09-18,406635.43114986474
2025-09-19,412009.333142901
2025-09-22,424548.4496566301
2025-09-23,426339.72659435327
2025-09-24,427533.94680943544
2025-09-25,433504.9411150461
2025-09-26,417383.2351359373
2025-09-29,426936.81890692766
2025-09-30,423354.22944154794
2025-10-09,428131.0391220098
2025-10-10,413800.64567055757
2025-10-13,404844.1186222082
2025-10-14,381557.23371233995
2025-10-15,392902.1300109869
2025-10-16,395887.6271637922
2025-10-17,379168.828872109
2025-10-20,391707.9453858381
2025-10-21,416189.0505107885
2025-10-22,413203.5177680498
2025-10-23,405441.24652471597
2025-10-24,427533.94680943544
2025-10-27,449626.6470941549
2025-10-28,450223.7394067293
2025-10-29,456791.82602491433
2025-10-30,441864.3402608877
2025-10-31,420368.7322887426
2025-11-03,416757.3260393273
2025-11-04,416770.2619297383
2025-11-05,416783.19782014925
2025-11-06,416796.1337105602
2025-11-07,416809.0696009712
2025-11-10,416856.19727220404
2025-11-11,416869.133162615
2025-11-12,416882.069053026
2025-11-13,416895.00494343694
2025-11-14,416907.9408338479
2025-11-17,416955.06850508077
2025-11-18,416968.00439549173
2025-11-19,416980.9402859027
2025-11-20,416993.8761763137
2025-11-21,417006.81206672464
2025-11-24,417054.05302562873
2025-11-25,417067.0200119301
2025-11-26,417079.98699823144
2025-11-27,417092.9539845328
2025-11-28,417105.92097083415
2025-12-01,417153.16192973824
2025-12-02,417166.1289160396
2025-12-03,417179.09590234095
2025-12-04,417192.0628886423
2025-12-05,417205.02987494366
2025-12-08,417252.27083384775
2025-12-09,417265.2378201491
2025-12-10,417278.20480645046
2025-12-11,417291.1717927518
2025-12-12,417304.1387790532
2025-12-15,417351.37973795726
2025-12-16,417364.3467242586
2025-12-17,417377.31371056
2025-12-18,418545.2685288792
2025-12-19,422819.5736124736
2025-12-22,423682.0933535319
2025-12-23,423434.4561285049
2025-12-24,423480.3388924442
2025-12-25,428794.9280679378
2025-12-26,430621.3317692431
2025-12-29,426968.52436663234
2025-12-30,422402.52872110927
2025-12-31,421945.9345996531
2026-01-05,437470.3252375277
2026-01-06,453907.9313337954
2026-01-07,449798.5298097285
2026-01-08,435187.3274147662
2026-01-09,432904.32959200465
2026-01-12,432447.73547054845
2026-01-13,432711.10960563185
2026-01-14,432724.5430302894
2026-01-15,432737.97645494697
2026-01-16,432751.40987960453
2026-01-19,432800.3501535771
2026-01-20,432813.78357823467
2026-01-21,432827.2170028922
2026-01-22,432840.6504275498
2026-01-23,432854.08385220735
2026-01-26,432903.0241261799
2026-01-27,432916.4575508375
2026-01-28,432929.89097549504
2026-01-29,432943.3244001526
2026-01-30,432956.75782481016
2026-02-02,433005.69809878274
2026-02-03,433019.1626193307
2026-02-04,433032.62713987863
2026-02-05,433046.0916604266
2026-02-06,433059.5561809745
2026-02-09,433108.60974261834
2026-02-10,433122.0742631663
2026-02-11,433135.53878371423
2026-02-12,433149.0033042622
2026-02-13,433162.4678248101
2026-02-24,433353.8775508375
2026-02-25,433367.3420713855
2026-02-26,433380.8065919334
2026-02-27,433394.27111248136
2026-03-02,433443.3246741252
2026-03-03,433456.7891946731
2026-03-04,433470.2537152211
2026-03-05,433483.718235769
2026-03-06,433497.18275631696
2026-03-09,433546.2363179608
2026-03-10,433559.7008385087
2026-03-11,433573.1653590567
2026-03-12,433586.6298796046
2026-03-13,433600.09440015256
2026-03-16,433649.1479617964
2026-03-17,433662.6124823443
2026-03-18,433676.07700289227
2026-03-19,433689.5415234402
2026-03-20,433811.7160101359
2026-03-23,424710.8975668376
2026-03-24,441395.70877746993
2026-03-25,455046.91384033614
2026-03-26,450875.69973663747
2026-03-27,446325.31311706954
2026-03-30,429640.5019064372
2026-03-31,418264.51275543624
2026-04-01,418264.51275543624
2026-04-02,416501.37494914565
2026-04-03,416514.3108395566
2026-04-07,416578.5344012005
2026-04-08,431716.78436965996
2026-04-09,436880.3984603079
2026-04-10,451101.59700719436
2026-04-13,453133.20112434943
2026-04-14,463799.0848979148
2026-04-15,455164.8052415045
2026-04-16,468878.08005420293
2026-04-17,488686.1974915655
2026-04-20,496304.69022599777
2026-04-21,497320.47714797576
2026-04-22,524239.1635855826
2026-04-23,519668.0921634825
2026-04-24,501383.6853822859
2026-04-27,511033.8125070723
2026-04-28,501383.6853822859
2026-04-29,503415.28949944105
2026-04-30,502399.502577463
2026-05-06,514081.1732730063
2026-05-07,535920.8645543249
2026-05-08,537444.575210491
2026-05-11,558776.4033040197
2026-05-12,563855.3984603079
2026-05-13,587218.8003977926
2026-05-14,575537.0994290502
2026-05-15,562839.6115383299
2026-05-18,572997.6018509062
2026-05-19,574521.3125070722
2026-05-20,578584.5207413824
2026-05-21,555221.1188038976
2026-05-22,585695.0897416265
2026-05-25,612105.9129914434
2026-05-26,613121.6999134214
2026-05-27,608042.7047571333
2026-05-28,625311.2640699538
2026-05-29,610582.2023352773
2026-06-01,587218.8003977926
2026-06-02,620740.1926478536
2026-06-03,645627.3052415045
2026-06-04,650198.3766636045
2026-06-05,626327.1115383299
2026-06-08,603979.4965228232
2026-06-09,636992.9650386961
2026-06-10,613629.5631012113
2026-06-11,603471.572788635
2026-06-12,600424.212022701
2026-06-15,642579.8839291723
2026-06-16,657816.8693980367
2026-06-17,677117.0631012113
2026-06-18,702512.0994290502
2026-06-22,714701.6635855825
2026-06-23,681688.1950697094
2026-06-24,704543.6732730062
2026-06-25,730954.4965228232
2026-06-26,690322.4747261198
2026-06-29,680164.4844135435
2026-06-30,678130.3484945503
2026-07-01,678151.4315082489
2026-07-02,678172.5145219475
2026-07-03,678193.597535646
2026-07-06,678270.406576742
2026-07-07,678291.4895904405
2026-07-08,678312.5726041391
2026-07-09,678333.6556178377
2026-07-10,678354.7386315363
2026-07-13,673802.8430745824
2026-07-14,669186.0362700389
2026-07-15,669206.8394207238
2026-07-16,669227.6425714088
2026-07-17,669248.4457220937
2026-07-20,675839.600952605
2026-07-21,680546.9798597812
2026-07-22,685502.189901781
2026-07-23,694793.181041193
2026-07-24,709349.0597757816
2026-07-27,698199.8556408405
2026-07-28,657009.7875389575
