variant,date,baseline,alternative
simple_price,2022-07-21,159755.SZ,516150.SH
simple_price,2022-07-22,159755.SZ,516150.SH
simple_price,2022-07-25,159755.SZ,516150.SH
simple_price,2022-07-26,159755.SZ,512660.SH
simple_price,2022-07-27,159755.SZ,cash
simple_price,2022-07-28,159755.SZ,512100.SH
simple_price,2022-07-29,cash,512100.SH
simple_price,2022-08-01,cash,512100.SH
simple_price,2022-08-02,cash,512100.SH
simple_price,2022-08-10,cash,512760.SH
simple_price,2022-08-11,cash,512760.SH
simple_price,2022-08-12,cash,512760.SH
simple_price,2022-08-15,cash,512760.SH
simple_price,2022-08-16,cash,512760.SH
simple_price,2022-08-17,159941.SZ,512760.SH
simple_price,2022-08-26,159941.SZ,159865.SZ
simple_price,2022-08-29,159941.SZ,159865.SZ
simple_price,2022-08-30,cash,159865.SZ
simple_price,2022-08-31,cash,159865.SZ
simple_price,2022-09-15,159865.SZ,510880.SH
simple_price,2022-09-16,cash,510880.SH
simple_price,2022-09-19,cash,510880.SH
simple_price,2022-09-20,cash,510880.SH
simple_price,2022-09-21,cash,510880.SH
simple_price,2022-09-22,cash,510880.SH
simple_price,2022-09-23,cash,510880.SH
simple_price,2022-09-27,cash,159985.SZ
simple_price,2022-09-28,cash,159985.SZ
simple_price,2022-09-29,cash,159985.SZ
simple_price,2022-09-30,cash,159985.SZ
simple_price,2022-10-10,cash,159985.SZ
simple_price,2022-10-11,518880.SH,159985.SZ
simple_price,2022-10-19,159985.SZ,518880.SH|159985.SZ
simple_price,2022-10-21,159985.SZ,cash
simple_price,2022-10-24,159985.SZ,cash
simple_price,2022-10-25,159985.SZ,cash
simple_price,2022-10-26,159985.SZ,512660.SH
simple_price,2022-10-27,159985.SZ,512660.SH
simple_price,2022-10-28,159985.SZ,512660.SH
simple_price,2022-10-31,159985.SZ,512660.SH
simple_price,2022-11-01,159985.SZ,512660.SH
simple_price,2022-11-02,159985.SZ,512660.SH
simple_price,2022-11-03,159985.SZ,512660.SH
simple_price,2022-11-04,159985.SZ,512660.SH
simple_price,2022-11-07,159985.SZ,512660.SH
simple_price,2022-11-08,159985.SZ,512660.SH
simple_price,2022-11-09,159985.SZ,512660.SH
simple_price,2022-11-10,159985.SZ,512660.SH
simple_price,2022-11-11,159985.SZ,159766.SZ
simple_price,2022-11-14,159985.SZ,159766.SZ
simple_price,2022-11-15,159985.SZ,159766.SZ
simple_price,2022-11-16,159985.SZ,159766.SZ
simple_price,2022-11-17,159985.SZ,159766.SZ
simple_price,2022-11-18,159985.SZ,159766.SZ
simple_price,2022-11-21,159985.SZ,159766.SZ
simple_price,2022-12-02,159985.SZ|513200.SH,513200.SH
simple_price,2022-12-13,513200.SH,513130.SH
simple_price,2022-12-14,513200.SH,513130.SH
simple_price,2022-12-15,513200.SH,513130.SH
simple_price,2022-12-16,513200.SH,513130.SH
simple_price,2022-12-19,513200.SH,513130.SH
simple_price,2022-12-20,513200.SH,513130.SH
simple_price,2022-12-21,513200.SH,513130.SH
simple_price,2022-12-22,513200.SH,513130.SH
simple_price,2022-12-23,513200.SH,513130.SH
simple_price,2022-12-26,513200.SH,513130.SH
simple_price,2022-12-27,513200.SH,513130.SH
simple_price,2022-12-28,513200.SH,513130.SH
simple_price,2022-12-29,513200.SH,513130.SH
simple_price,2022-12-30,513200.SH,513130.SH
simple_price,2023-01-03,513200.SH,513130.SH
simple_price,2023-01-04,513200.SH,512980.SH
simple_price,2023-01-05,513200.SH,159869.SZ|512980.SH
simple_price,2023-01-06,513200.SH,159869.SZ
simple_price,2023-01-09,513200.SH,159869.SZ
simple_price,2023-01-10,513200.SH,159869.SZ
simple_price,2023-01-11,513200.SH,159869.SZ
simple_price,2023-01-12,513200.SH,159869.SZ
simple_price,2023-01-13,513200.SH,159869.SZ
simple_price,2023-01-16,513200.SH,159869.SZ
simple_price,2023-01-17,513200.SH,159869.SZ
simple_price,2023-01-18,513200.SH,159869.SZ
simple_price,2023-01-19,513200.SH,159869.SZ
simple_price,2023-01-20,513200.SH,159869.SZ
simple_price,2023-01-30,513200.SH,159869.SZ
simple_price,2023-01-31,513200.SH,159869.SZ
simple_price,2023-02-01,513200.SH,159869.SZ
simple_price,2023-02-02,cash,159869.SZ
simple_price,2023-02-03,cash,159869.SZ
simple_price,2023-02-06,cash,159869.SZ
simple_price,2023-02-07,cash,159869.SZ
simple_price,2023-02-08,cash,159869.SZ
simple_price,2023-02-09,512690.SH,159869.SZ
simple_price,2023-02-10,512690.SH,159869.SZ
simple_price,2023-02-13,512690.SH,159869.SZ
simple_price,2023-02-14,512690.SH,159869.SZ
simple_price,2023-02-15,512690.SH,159869.SZ
simple_price,2023-02-16,512690.SH,159869.SZ
simple_price,2023-02-17,512690.SH,159869.SZ
simple_price,2023-02-20,512690.SH,159869.SZ
simple_price,2023-02-21,512690.SH,159869.SZ
simple_price,2023-02-22,512690.SH,159869.SZ
simple_price,2023-02-23,512690.SH,159869.SZ
simple_price,2023-02-24,512690.SH,159869.SZ
simple_price,2023-02-27,512690.SH,159869.SZ
simple_price,2023-02-28,512690.SH,159869.SZ
simple_price,2023-03-01,512690.SH,159869.SZ
simple_price,2023-03-02,512690.SH,159869.SZ
simple_price,2023-03-03,512690.SH,159869.SZ
simple_price,2023-03-06,512690.SH,159869.SZ
simple_price,2023-03-07,512690.SH,159869.SZ
simple_price,2023-03-08,512690.SH,159766.SZ
simple_price,2023-03-09,cash,159766.SZ
simple_price,2023-03-10,cash,159766.SZ
simple_price,2023-03-13,cash,159981.SZ
simple_price,2023-03-14,cash,159981.SZ
simple_price,2023-03-15,cash,159981.SZ
simple_price,2023-03-16,cash,159981.SZ
simple_price,2023-03-17,cash,518880.SH|159981.SZ
simple_price,2023-03-20,cash,518880.SH|159981.SZ
simple_price,2023-03-21,cash,518880.SH|159981.SZ
simple_price,2023-03-22,cash,518880.SH|159981.SZ
simple_price,2023-03-23,cash,518880.SH
simple_price,2023-03-24,cash,518880.SH
simple_price,2023-03-27,cash,518880.SH
simple_price,2023-03-28,cash,518880.SH
simple_price,2023-03-29,cash,518880.SH
simple_price,2023-03-30,cash,518880.SH
simple_price,2023-03-31,cash,518880.SH
simple_price,2023-04-03,cash,518880.SH
simple_price,2023-04-04,cash,518880.SH
simple_price,2023-04-06,cash,518880.SH
simple_price,2023-04-07,cash,518880.SH
simple_price,2023-04-10,cash,518880.SH
simple_price,2023-04-11,cash,518880.SH
simple_price,2023-04-12,cash,518880.SH
simple_price,2023-04-25,cash,159941.SZ
simple_price,2023-04-26,cash,159941.SZ
simple_price,2023-04-27,cash,159941.SZ
simple_price,2023-04-28,cash,159941.SZ
simple_price,2023-05-25,cash,518880.SH
simple_price,2023-05-26,cash,518880.SH
simple_price,2023-05-29,cash,159611.SZ
simple_price,2023-05-30,cash,159611.SZ
simple_price,2023-05-31,513500.SH,159611.SZ
simple_price,2023-06-01,513500.SH,159611.SZ
simple_price,2023-06-02,513500.SH,515050.SH
simple_price,2023-06-05,513500.SH,515050.SH
simple_price,2023-06-06,513500.SH,515050.SH
simple_price,2023-06-07,513500.SH,515050.SH
simple_price,2023-06-08,513500.SH,515050.SH
simple_price,2023-06-09,513500.SH,515050.SH
simple_price,2023-06-12,513500.SH,515050.SH
simple_price,2023-06-13,513500.SH,515050.SH
simple_price,2023-06-14,513500.SH,515050.SH
simple_price,2023-06-15,513500.SH,515050.SH
simple_price,2023-06-16,513500.SH,515050.SH
simple_price,2023-06-19,513500.SH,515050.SH
simple_price,2023-06-20,513500.SH,515050.SH
simple_price,2023-06-21,cash,515050.SH
simple_price,2023-06-26,cash,515050.SH
simple_price,2023-06-27,cash,515050.SH
simple_price,2023-06-28,cash,515050.SH
simple_price,2023-06-29,cash,515050.SH
simple_price,2023-06-30,cash,515050.SH
simple_price,2023-07-03,cash,515050.SH
simple_price,2023-07-04,cash,515050.SH
simple_price,2023-07-05,cash,515050.SH
simple_price,2023-07-06,159985.SZ,515050.SH
simple_price,2023-07-07,159985.SZ,515050.SH
simple_price,2023-08-01,159985.SZ,159985.SZ|512200.SH
simple_price,2023-08-02,159985.SZ,512200.SH
simple_price,2023-08-03,159985.SZ,512200.SH
simple_price,2023-08-04,159985.SZ,512200.SH
simple_price,2023-08-07,159985.SZ,512200.SH
simple_price,2023-08-08,159985.SZ,512200.SH
simple_price,2023-08-09,159985.SZ,512200.SH
simple_price,2023-08-10,159985.SZ,512200.SH
simple_price,2023-08-11,159985.SZ,512200.SH
simple_price,2023-08-14,159985.SZ,512200.SH
simple_price,2023-08-15,159985.SZ,512200.SH
simple_price,2023-08-16,159985.SZ,512200.SH
simple_price,2023-08-17,159985.SZ,512200.SH
simple_price,2023-08-18,159985.SZ,512200.SH
simple_price,2023-08-21,159985.SZ,512070.SH
simple_price,2023-08-22,159985.SZ,512070.SH
simple_price,2023-08-23,159985.SZ,512070.SH
simple_price,2023-08-24,159985.SZ,cash
simple_price,2023-08-25,159985.SZ,cash
simple_price,2023-08-28,159985.SZ,cash
simple_price,2023-08-29,159985.SZ,cash
simple_price,2023-08-30,159985.SZ,512200.SH
simple_price,2023-08-31,159985.SZ,cash
simple_price,2023-09-01,159985.SZ,cash
simple_price,2023-09-04,159985.SZ,515220.SH
simple_price,2023-09-05,159985.SZ,515220.SH
simple_price,2023-09-06,159985.SZ,515220.SH
simple_price,2023-09-07,159985.SZ,515220.SH
simple_price,2023-09-08,159985.SZ,515220.SH
simple_price,2023-09-11,159985.SZ,515220.SH
simple_price,2023-09-12,159985.SZ,515220.SH
simple_price,2023-09-13,159985.SZ,515220.SH
simple_price,2023-09-14,159985.SZ,515220.SH
simple_price,2023-09-15,159985.SZ,515220.SH
simple_price,2023-09-18,159985.SZ,515220.SH
simple_price,2023-09-19,159985.SZ,515220.SH
simple_price,2023-09-20,159985.SZ,515220.SH
simple_price,2023-09-21,159985.SZ,515220.SH
simple_price,2023-09-22,159985.SZ,515220.SH
simple_price,2023-09-25,159985.SZ,515220.SH
simple_price,2023-09-26,cash,515220.SH
simple_price,2023-09-27,cash,515220.SH
simple_price,2023-09-28,cash,515220.SH
simple_price,2023-10-09,cash,515220.SH
simple_price,2023-10-10,cash,515220.SH
simple_price,2023-10-11,cash,515220.SH
simple_price,2023-10-12,cash,512010.SH
simple_price,2023-10-13,cash,512010.SH
simple_price,2023-10-16,cash,512010.SH
simple_price,2023-10-17,cash,510880.SH
simple_price,2023-10-18,cash,510880.SH
simple_price,2023-10-19,cash,510880.SH
simple_price,2023-10-23,cash,518880.SH
simple_price,2023-10-24,cash,518880.SH
simple_price,2023-10-25,cash,518880.SH
simple_price,2023-11-01,cash,512010.SH
simple_price,2023-11-02,cash,512010.SH
simple_price,2023-11-03,cash,512010.SH
simple_price,2023-11-06,cash,512010.SH
simple_price,2023-11-07,513200.SH,512010.SH
simple_price,2023-11-08,513200.SH,512010.SH
simple_price,2023-11-28,513200.SH|513310.SH,513310.SH
simple_price,2023-12-05,513310.SH,513310.SH|159647.SZ
simple_price,2023-12-06,513310.SH,513310.SH|515220.SH
simple_price,2023-12-07,159941.SZ|513310.SH,513310.SH|515220.SH
simple_price,2023-12-08,159941.SZ|513310.SH,515220.SH
simple_price,2023-12-11,159941.SZ|513310.SH,515220.SH
simple_price,2023-12-12,159941.SZ|513310.SH,515220.SH
simple_price,2023-12-13,159941.SZ,515220.SH
simple_price,2023-12-14,159941.SZ,515220.SH
simple_price,2023-12-15,159941.SZ,515220.SH
simple_price,2023-12-18,159941.SZ,515220.SH
simple_price,2023-12-19,159941.SZ,515220.SH
simple_price,2023-12-20,159941.SZ,159869.SZ
simple_price,2024-01-15,518880.SH,159941.SZ
simple_price,2024-03-27,515050.SH|512400.SH,512400.SH
simple_price,2024-06-13,159941.SZ|513530.SH,159941.SZ
simple_price,2024-07-30,512800.SH|159611.SZ,512800.SH
simple_price,2024-07-31,512800.SH,512760.SH
simple_price,2024-08-01,512800.SH,512760.SH
simple_price,2024-08-02,512800.SH,512760.SH
simple_price,2024-08-05,512800.SH,512760.SH
simple_price,2024-08-06,512800.SH,cash
simple_price,2024-08-07,512800.SH,cash
simple_price,2024-09-25,518880.SH,159851.SZ
simple_price,2024-11-19,159851.SZ,cash
simple_price,2024-11-20,159851.SZ,cash
simple_price,2024-11-21,159851.SZ,cash
simple_price,2024-11-22,159851.SZ,cash
simple_price,2024-11-25,159851.SZ,cash
simple_price,2024-11-26,159851.SZ,cash
simple_price,2024-11-27,159851.SZ,cash
simple_price,2024-11-28,159851.SZ,cash
simple_price,2024-11-29,159851.SZ,cash
simple_price,2024-12-02,159851.SZ,cash
simple_price,2024-12-03,159851.SZ,cash
simple_price,2024-12-04,159851.SZ,cash
simple_price,2024-12-05,159851.SZ,cash
simple_price,2024-12-06,159851.SZ,cash
simple_price,2024-12-09,159851.SZ,cash
simple_price,2024-12-10,159851.SZ,cash
simple_price,2025-01-23,512800.SH,513500.SH
simple_price,2025-01-24,512800.SH,513500.SH
simple_price,2025-01-27,512800.SH,513500.SH
simple_price,2025-02-05,512800.SH,513500.SH
simple_price,2025-02-06,512800.SH,513500.SH
simple_price,2025-02-07,512800.SH,cash
simple_price,2025-02-12,513200.SH,cash
simple_price,2025-02-13,513200.SH,cash
simple_price,2025-02-14,513200.SH,cash
simple_price,2025-02-17,513200.SH,cash
simple_price,2025-02-18,513200.SH,cash
simple_price,2025-02-19,513200.SH,cash
simple_price,2025-02-20,513200.SH,cash
simple_price,2025-02-21,513200.SH,cash
simple_price,2025-02-24,513200.SH,cash
simple_price,2025-02-25,513200.SH,cash
simple_price,2025-02-26,513200.SH,cash
simple_price,2025-02-27,513200.SH,cash
simple_price,2025-02-28,513200.SH,cash
simple_price,2025-03-03,513200.SH,cash
simple_price,2025-03-04,513200.SH,cash
simple_price,2025-03-05,513200.SH,cash
simple_price,2025-03-06,513200.SH,cash
simple_price,2025-03-07,513200.SH,cash
simple_price,2025-03-10,513200.SH,cash
simple_price,2025-03-11,513200.SH,cash
simple_price,2025-03-12,513200.SH,cash
simple_price,2025-03-13,513200.SH,cash
simple_price,2025-03-14,513200.SH,cash
simple_price,2025-03-17,513200.SH,513310.SH
simple_price,2025-03-18,513200.SH,513310.SH
simple_price,2025-03-19,513200.SH,513310.SH
simple_price,2025-03-20,513200.SH,cash
simple_price,2025-03-21,513200.SH,512400.SH
simple_price,2025-03-24,513200.SH,512400.SH
simple_price,2025-03-25,513200.SH,512400.SH
simple_price,2025-03-26,513200.SH,512400.SH
simple_price,2025-03-27,518880.SH|513200.SH,512400.SH
simple_price,2025-03-28,518880.SH,512400.SH
simple_price,2025-03-31,518880.SH,512400.SH
simple_price,2025-04-01,518880.SH,512400.SH
simple_price,2025-04-02,518880.SH,512400.SH
simple_price,2025-04-03,518880.SH,512400.SH
simple_price,2025-04-07,518880.SH,159985.SZ
simple_price,2025-04-08,518880.SH,159985.SZ
simple_price,2025-04-09,518880.SH,159985.SZ
simple_price,2025-04-10,518880.SH,159985.SZ
simple_price,2025-04-11,518880.SH,159985.SZ
simple_price,2025-04-14,518880.SH,159985.SZ
simple_price,2025-04-15,518880.SH,159985.SZ
simple_price,2025-04-16,518880.SH,159985.SZ
simple_price,2025-04-17,518880.SH,159865.SZ
simple_price,2025-04-18,518880.SH,159865.SZ
simple_price,2025-04-21,518880.SH,159865.SZ
simple_price,2025-04-22,518880.SH,159865.SZ
simple_price,2025-04-23,518880.SH,159865.SZ
simple_price,2025-04-24,518880.SH,159865.SZ
simple_price,2025-04-25,518880.SH,159865.SZ
simple_price,2025-04-28,518880.SH,159865.SZ
simple_price,2025-04-29,518880.SH,159865.SZ
simple_price,2025-04-30,518880.SH,159865.SZ
simple_price,2025-05-06,518880.SH,159865.SZ
simple_price,2025-05-07,518880.SH,159865.SZ
simple_price,2025-05-08,518880.SH,159865.SZ
simple_price,2025-05-09,518880.SH,512660.SH|159865.SZ
simple_price,2025-05-12,518880.SH,512660.SH
simple_price,2025-05-13,513200.SH,512660.SH
simple_price,2025-05-14,513200.SH,512660.SH
simple_price,2025-05-15,513200.SH,513530.SH
simple_price,2025-05-16,513200.SH,513530.SH
simple_price,2025-05-19,513200.SH,513530.SH
simple_price,2025-05-20,513200.SH,513530.SH
simple_price,2025-05-21,513200.SH,513530.SH
simple_price,2025-05-22,513200.SH,513530.SH
simple_price,2025-05-23,513200.SH,513530.SH
simple_price,2025-05-26,513200.SH,513530.SH
simple_price,2025-05-27,513200.SH,513530.SH
simple_price,2025-05-28,513200.SH|512800.SH,513530.SH
simple_price,2025-05-29,512800.SH,513530.SH
simple_price,2025-05-30,512800.SH,513530.SH
simple_price,2025-06-03,512800.SH,513530.SH
simple_price,2025-06-04,512800.SH,513530.SH
simple_price,2025-06-05,512800.SH,513530.SH
simple_price,2025-06-06,512800.SH,513530.SH
simple_price,2025-06-09,512800.SH,513530.SH
simple_price,2025-06-10,512800.SH,513530.SH
simple_price,2025-06-11,512800.SH,513530.SH
simple_price,2025-06-12,512800.SH,513530.SH
simple_price,2025-06-13,512800.SH,513530.SH
simple_price,2025-06-16,512800.SH,513530.SH|512800.SH
simple_price,2025-06-17,512800.SH,513530.SH
simple_price,2025-06-18,512800.SH,cash
simple_price,2025-06-19,512800.SH,159941.SZ
simple_price,2025-06-20,512800.SH,159941.SZ
simple_price,2025-06-23,512800.SH,159941.SZ
simple_price,2025-06-24,512800.SH,159941.SZ
simple_price,2025-06-25,512800.SH,159941.SZ
simple_price,2025-06-26,512800.SH,cash
simple_price,2025-06-27,512800.SH,cash
simple_price,2025-06-30,512800.SH,cash
simple_price,2025-10-16,515050.SH,cash
simple_price,2025-10-17,515050.SH,cash
simple_price,2025-10-20,515050.SH,cash
simple_price,2025-10-21,515050.SH,cash
simple_price,2025-10-22,515050.SH,cash
simple_price,2025-10-23,515050.SH,cash
simple_price,2025-10-24,515050.SH,cash
simple_price,2025-10-27,515050.SH,cash
simple_price,2025-10-28,515050.SH,cash
simple_price,2025-10-29,515050.SH,cash
simple_price,2025-10-30,515050.SH,cash
simple_price,2025-10-31,515050.SH,cash
simple_price,2025-11-03,515050.SH,cash
simple_price,2025-12-15,cash,159941.SZ
simple_price,2025-12-17,cash,513500.SH
simple_price,2025-12-23,513500.SH,cash
simple_price,2026-04-02,cash,515050.SH
simple_price,2026-04-03,cash,159985.SZ
simple_price,2026-04-08,515050.SH,cash
simple_price,2026-04-09,515050.SH,513520.SH
simple_price,2026-04-10,515050.SH,cash
simple_price,2026-04-13,515050.SH,159915.SZ
simple_price,2026-04-14,515050.SH,159915.SZ
simple_price,2026-04-15,515050.SH,159915.SZ
simple_price,2026-04-16,515050.SH,159915.SZ
simple_price,2026-04-17,515050.SH,159915.SZ
simple_price,2026-04-20,515050.SH,159915.SZ
simple_price,2026-04-21,515050.SH,159915.SZ
simple_price,2026-04-22,515050.SH,159915.SZ
simple_price,2026-04-23,515050.SH,159915.SZ
simple_price,2026-04-24,515050.SH,159915.SZ
simple_price,2026-04-27,515050.SH,159915.SZ
simple_price,2026-04-28,515050.SH,159915.SZ
simple_price,2026-04-29,515050.SH,159915.SZ
simple_price,2026-04-30,515050.SH,159915.SZ
simple_price,2026-05-06,515050.SH,159915.SZ
simple_price,2026-05-07,515050.SH,159915.SZ
simple_price,2026-05-08,515050.SH,159915.SZ
simple_price,2026-05-11,515050.SH,159915.SZ
simple_price,2026-05-12,515050.SH,159915.SZ
simple_price,2026-05-13,515050.SH,159915.SZ
simple_price,2026-05-14,515050.SH,159915.SZ
simple_price,2026-05-15,515050.SH,159915.SZ
simple_price,2026-05-18,515050.SH,159915.SZ
simple_price,2026-05-19,515050.SH,cash
simple_price,2026-05-20,515050.SH,cash
simple_price,2026-05-21,515050.SH,cash
simple_price,2026-05-22,515050.SH,cash
simple_price,2026-05-25,515050.SH,cash
simple_price,2026-05-26,515050.SH,cash
simple_price,2026-05-27,515050.SH,cash
simple_price,2026-05-28,515050.SH,cash
simple_price,2026-05-29,515050.SH,cash
simple_price,2026-06-01,515050.SH,cash
simple_price,2026-06-02,515050.SH,cash
simple_price,2026-06-03,515050.SH,cash
simple_price,2026-06-04,515050.SH,cash
simple_price,2026-06-05,515050.SH,cash
simple_price,2026-06-08,515050.SH,cash
simple_price,2026-06-09,515050.SH,cash
simple_price,2026-06-10,515050.SH,cash
simple_price,2026-06-11,515050.SH,cash
simple_price,2026-06-12,515050.SH,cash
simple_price,2026-06-15,515050.SH,cash
simple_price,2026-06-16,515050.SH,cash
simple_price,2026-06-17,515050.SH,cash
simple_price,2026-06-18,515050.SH,cash
simple_price,2026-06-22,515050.SH,cash
simple_price,2026-06-23,515050.SH,cash
simple_price,2026-06-24,515050.SH,cash
simple_price,2026-06-25,515050.SH,cash
simple_price,2026-06-26,515050.SH,cash
simple_price,2026-06-29,515050.SH,cash
simple_price,2026-07-13,512010.SH,cash
simple_price,2026-07-17,cash,512010.SH
simple_price,2026-07-20,159985.SZ,512010.SH
simple_price,2026-07-21,159985.SZ,512010.SH
simple_price,2026-07-22,159985.SZ,512010.SH
simple_price,2026-07-23,159985.SZ,512010.SH
simple_price,2026-07-24,159985.SZ,512010.SH
simple_price,2026-07-27,159985.SZ,512010.SH
simple_price,2026-07-28,159985.SZ,512010.SH
simple_price,2026-07-29,159985.SZ,512010.SH
simple_price,2026-07-30,159985.SZ,512800.SH
simple_price,2026-07-31,159985.SZ|512800.SH,512800.SH
