symbol,entry_date,entry_completed_date,exit_date,exit_completed_date,buy_fill_count,sell_fill_count,quantity,average_buy_price,average_sell_price,buy_cost,sell_proceeds,total_fees,net_pnl,net_return,holding_days,outcome
518880.SH,2023-05-08,2023-05-08,2023-05-18,2023-05-18,1,1,22200.0,4.363229401397706,4.341783721923828,96892.75181884239,96358.68234712096,57.975387401321406,-534.069471721421,-0.005511965154214593,8,负
513520.SH,2023-05-18,2023-06-01,2023-06-14,2023-06-15,11,2,78900.0,1.2216685910228238,1.3006157149415505,96445.53567553459,102587.79433491567,86.66941780646943,6142.258659381085,0.06368629316389596,20,胜
513500.SH,2023-06-14,2023-06-15,2023-07-31,2023-07-31,2,1,69200.0,1.481990644943714,1.537836655163765,102584.51875589404,106386.37104837134,62.69161475023126,3801.8522924772988,0.03706068263110951,31,胜
159985.SZ,2023-07-31,2023-08-01,2023-09-19,2023-09-19,2,1,49800.0,2.133283853252825,2.2722700952529906,106270.64598490583,113125.10302837584,67.05780813823318,6854.4570434700145,0.06450000355172003,36,胜
159941.SZ,2023-09-19,2023-09-19,2023-09-20,2023-09-20,1,1,132800.0,0.8522950239062309,0.84371581569314,113218.7346084999,112011.84668595178,67.56907184963893,-1206.8879225481214,-0.010659789890086868,1,负
518880.SH,2023-09-20,2023-09-20,2023-10-09,2023-10-09,1,1,24400.0,4.579488681602478,4.394720095252991,111773.0456882498,107199.00097307572,65.69120824658202,-4574.044715174081,-0.04092260962389549,7,负
513120.SH,2023-10-13,2023-10-13,2023-10-17,2023-10-17,1,1,128500.0,0.8362517913937568,0.8327454786002636,107490.59270065598,106975.69166193383,64.33984475826948,-514.9010387221497,-0.004790196293326443,2,负
513120.SH,2023-10-18,2023-10-18,2023-10-19,2023-10-19,1,1,127700.0,0.837254478484392,0.8008318733692169,106949.47212152761,102235.55036018023,62.755088139511756,-4713.921761347374,-0.0440761573464421,1,负
518880.SH,2023-10-23,2023-10-23,2023-10-26,2023-10-26,1,1,22300.0,4.575484171867371,4.578499310493469,102063.90702175218,102069.90446361716,61.240149496994015,5.997441864979919,5.8761633176640515e-05,3,胜
513120.SH,2023-10-30,2023-10-30,2023-11-28,2023-11-28,1,1,117600.0,0.869340883743763,0.8726375,102265.158274645,102591.383349,61.456997378479954,326.22507435499574,0.003189992367477412,21,胜
159941.SZ,2023-11-28,2023-11-28,2023-12-26,2023-12-26,1,1,117500.0,0.8723490047812461,0.9085403133153915,102531.75836421495,106721.46076851414,62.77634846290647,4189.702404299183,0.040862484669544674,20,胜
513520.SH,2023-12-26,2023-12-28,2024-02-08,2024-02-08,3,1,78700.0,1.3562581084507999,1.3742794209241866,106769.53438901846,108123.34368960548,64.46799106854343,1353.8093005870178,0.012679734048987923,31,胜
159941.SZ,2024-02-08,2024-02-08,2024-02-20,2024-02-20,1,1,110100.0,0.981643272268772,0.9763566724181176,108111.34795407484,107464.62057234478,64.67273817300796,-646.7273817300593,-0.0059820490075175314,2,负
513500.SH,2024-02-20,2024-02-20,2024-03-12,2024-03-12,1,1,61600.0,1.7426926353812213,1.7891562294840813,107382.07129938509,110178.96012909853,65.26856702271078,2796.88882971344,0.02604614341918965,15,胜
515790.SH,2024-03-12,2024-03-12,2024-03-18,2024-03-18,1,1,120100.0,0.9181003957033158,0.8869344114303589,110296.93668122542,106488.86656594227,65.0354041010263,-3808.070115283146,-0.03452561992985381,4,负
